k,silhouette_score
2,0.3249699061655489
3,0.07490253144388624
4,0.09150604535109894
5,0.1067388867909767
6,0.13083878328965845
7,0.1359978778398999
8,0.1374973731741352
9,0.13152195030590105
10,0.1222984183644377
11,0.11335504858391734
12,0.09923088835285998
13,0.07361078102883833
14,0.029788178022629938
15,0.013196835451765677
