basket_type,n_stocks,stocks,test_correlation,test_r_squared,test_tracking_error,test_rmse,annualized_xom_volatility,annualized_basket_volatility,volatility_reduction,xom_final_wealth,basket_final_wealth,xom_max_drawdown,basket_max_drawdown
Thomas-style,3,DVN|MPC|TRP,0.7163791314777602,0.4950825829223299,0.011138371289826221,0.011121908732919975,0.24891549641880834,0.21151866170387265,0.15023907813282267,151.76733944897228,164.16720132681237,-0.20133304516380612,-0.1109531486750448
Thomas-style,3,ENB|FANG|MPC,0.7083749096826012,0.49476065518262313,0.01114551750384599,0.01112545374868889,0.24891549641880834,0.19720227613152683,0.20775412150424077,151.76733944897228,151.85615010807948,-0.20133304516380612,-0.09565808365275286
Thomas-style,3,OXY|TRP|VLO,0.7131719146330895,0.49324896163178744,0.011157745227190909,0.011142085188246678,0.24891549641880834,0.2079674201215089,0.164505934288651,151.76733944897228,165.61175658805524,-0.20133304516380612,-0.1073784474802223
Thomas-style,3,PBA|PSX|SU,0.7112823342572151,0.49293032850712193,0.011158190295524659,0.011145587578226188,0.24891549641880834,0.204668143479597,0.17776053952367732,151.76733944897228,170.0134682649544,-0.20133304516380612,-0.12339061067188661
Thomas-style,3,MPC|OXY|TRP,0.7163511917197898,0.4930490490692415,0.011162238613022719,0.011144282739900275,0.24891549641880834,0.21343840903989628,0.14252663208730376,151.76733944897228,161.26267000922942,-0.20133304516380612,-0.12167138233340247
Thomas-style,3,CVE|PSX|TRP,0.7150162478226935,0.4895595241658285,0.011180572723133976,0.01118257200730582,0.24891549641880834,0.21288963053746676,0.14473131002148176,151.76733944897228,184.5304293677759,-0.20133304516380612,-0.10612250248851096
Thomas-style,3,IMO|OXY|PSX,0.7503294586874328,0.4904597818729499,0.011181031473349999,0.011172706371762759,0.24891549641880834,0.2533080451434258,-0.017646746738607444,151.76733944897228,175.05130279250798,-0.20133304516380612,-0.15172280882658318
Thomas-style,3,FANG|PBA|VLO,0.712312398294907,0.49068904411542047,0.011186296173194863,0.011170192568319333,0.24891549641880834,0.20911630546491308,0.15989037053334687,151.76733944897228,164.97513228134508,-0.20133304516380612,-0.09427001953642233
Thomas-style,3,OXY|PBA|VLO,0.7154172876175084,0.4888955836970553,0.011207221991817583,0.011189842345083283,0.24891549641880834,0.21555737121703045,0.13401385482907724,151.76733944897228,162.69505582312155,-0.20133304516380612,-0.11427490425342612
Thomas-style,3,DVN|MPC|PBA,0.7156148137448376,0.4863978886451763,0.01123516420929723,0.011217150611915297,0.24891549641880834,0.21787947157215098,0.12468498463606392,151.76733944897228,161.46217293206828,-0.20133304516380612,-0.11620749940968766
Thomas-style,3,FANG|PSX|WMB,0.7089211404847005,0.4865031900957404,0.011235791729650082,0.011216000652877164,0.24891549641880834,0.20797275149283045,0.16448451589004487,151.76733944897228,155.99470950828984,-0.20133304516380612,-0.10029937447788051
Thomas-style,3,EQT|PSX|SU,0.7266456987253254,0.4850300881775903,0.011239782865093684,0.0112320771688985,0.24891549641880834,0.23178603053666147,0.068816390014248,151.76733944897228,175.87727597788907,-0.20133304516380612,-0.15527065496693415
Thomas-style,3,CNQ|EQT|PSX,0.745241132468471,0.48345639840195587,0.01125688368725791,0.011249226056020958,0.24891549641880834,0.2517205286990342,-0.011269014266216404,151.76733944897228,175.9785958774717,-0.20133304516380612,-0.16359224397190808
Thomas-style,3,CNQ|ENB|VLO,0.7079442942598824,0.48339925452945454,0.011262608938102651,0.011249848275094027,0.24891549641880834,0.2087644197877308,0.16130404578557078,151.76733944897228,170.14246289531644,-0.20133304516380612,-0.1073322514435292
Thomas-style,3,DVN|IMO|PSX,0.7456626075706149,0.48200078668009894,0.011269253765797389,0.011265064976210042,0.24891549641880834,0.2526445663969618,-0.01498126887158202,151.76733944897228,179.41659336610235,-0.20133304516380612,-0.13853879412150494
Thomas-style,3,DVN|PSX|WMB,0.7098995553695703,0.48218459131965474,0.01128295012074073,0.011263066174990809,0.24891549641880834,0.21340082469931262,0.14267762445669974,151.76733944897228,155.96417972455708,-0.20133304516380612,-0.11069808297379402
Thomas-style,3,MPC|OXY|PBA,0.7141433098241257,0.48140597930618745,0.011290640624203832,0.011271530836701866,0.24891549641880834,0.2197704658086794,0.11708805208773132,151.76733944897228,158.91412064311078,-0.20133304516380612,-0.12533530558052197
Thomas-style,3,FANG|MPC|TRP,0.704851573864724,0.47998265651079997,0.011303963459640588,0.011286988047329442,0.24891549641880834,0.20744381069323228,0.16660949728818253,151.76733944897228,163.86823051585552,-0.20133304516380612,-0.09793206092240081
