stock_1,stock_2,observations,correlation,volatility_1,volatility_2,volatility_difference,return_difference_std
KMI,HAL,3904,0.583389105690685,0.01801533455406325,0.027114136722273276,0.009098802168210025,0.022131250562326968
WDS,TS,4806,0.5819029279633747,0.02493510518267522,0.02558325112418926,0.0006481459415140396,0.02310510649160245
IMO,OXY,10103,0.5818839731517391,0.018560479896286015,0.023344487899011876,0.0047840080027258605,0.01962685540130172
CVX,PBR,6546,0.5817493086221992,0.017189047552184967,0.03114697753665296,0.013957929984467994,0.025351048759261148
WDS,HAL,4806,0.5815608422877441,0.02493510518267522,0.028400995193759868,0.0034658900110846463,0.024590127844661497
KMI,XOM,3904,0.5806544291869283,0.01801533455406325,0.016044455255297057,0.001970879298766194,0.015694103259785496
OKE,CNQ,6554,0.5798589090321917,0.02216938451230684,0.026035705977223836,0.003866321464916996,0.02235968694763581
WDS,BP,4806,0.5793220207239623,0.02493510518267522,0.020095396728780277,0.004839708453894944,0.021095262996642345
TRGP,EQNR,2078,0.5785388139501442,0.03430524705952729,0.02308650389249311,0.011218743167034181,0.028168152000685454
MPC,BP,3813,0.5776240933510498,0.024859320465776852,0.01862055313222536,0.006238767333551491,0.020735308415228575
KMI,BP,3904,0.5776149826843191,0.01801533455406325,0.018547388993552114,0.0005320544394888625,0.016809293856456648
SU,XOM,8236,0.5774347782160946,0.02294919083409766,0.016086222761288474,0.006862968072809186,0.01894976473860599
SU,PBR,6546,0.5769970112506626,0.024217561004097894,0.03114697753665296,0.006929416532555067,0.026194701015978792
XOM,BP,11755,0.5769374651949475,0.015604514606363067,0.01920569282702479,0.0036011782206617216,0.01632630921026068
PBA,SLB,3993,0.5769053863773823,0.01921082965795887,0.02305807796568904,0.0038472483077301688,0.01973913291288419
IMO,CVX,10103,0.576688906374473,0.018560479896286015,0.016675064198813296,0.0018854156974727199,0.016296686274879322
EOG,KMI,3904,0.576571981163985,0.023663780889837737,0.01801533455406325,0.005648446335774486,0.01982243503251905
EQNR,VLO,2078,0.5764431969427597,0.02308650389249311,0.027277657476105718,0.004191153583612609,0.023474069902071994
TS,FANG,3483,0.5761908702289522,0.02218726250580294,0.03016237940097745,0.007975116895174508,0.025116650150382964
HAL,XOM,11755,0.5758850952371392,0.026765469448197472,0.015604514606363067,0.011160954841834405,0.021882422318249047
WDS,OXY,4806,0.5757371291048585,0.02493510518267522,0.028311351656286718,0.0033762464736114967,0.024706534449053148
KMI,EQNR,2078,0.5757159556699618,0.018145788840703586,0.02308650389249311,0.004940715051789522,0.01949090059175066
DVN,SHEL,8669,0.5756617106640871,0.026190818633795864,0.0179268300916545,0.008263988542141363,0.021604692506185977
HAL,SU,8236,0.5742983686058172,0.028454214674255424,0.02294919083409766,0.005505023840157764,0.024213067587025246
WDS,SLB,4806,0.5740772012667509,0.02493510518267522,0.02494241250386563,7.307321190409138e-06,0.023017348561119838
EOG,PBA,3993,0.5736621244586446,0.023531930926749125,0.01921082965795887,0.004321101268790255,0.02010321532654572
FTI,PSX,3611,0.5727991511704404,0.027529939935238053,0.021123561127816888,0.006406378807421165,0.02319271920227258
TS,PBR,5958,0.5726955355068687,0.02520614781485461,0.03123427476889862,0.006028126954044012,0.026630213845730045
E,PSX,3611,0.5723301874211604,0.017769579259177666,0.021123561127816888,0.003353981868639222,0.018229282311604932
BKR,EQNR,2078,0.5723027647789867,0.025644760665363003,0.02308650389249311,0.002558256772869895,0.022649043011103775
PSX,OKE,3611,0.5721362639746793,0.021123561127816888,0.02467930661864782,0.0035557454908309305,0.02141837430434196
MPC,SHEL,3813,0.5721271240455955,0.024859320465776852,0.018239543009857664,0.006619777455919188,0.02078066302358034
SHEL,PBR,6546,0.5719365669953228,0.01843763104897809,0.03114697753665296,0.012709346487674873,0.02555740619242521
KMI,CNQ,3904,0.5717597562584936,0.01801533455406325,0.024822815629985843,0.006807481075922592,0.020720821540890715
EOG,MPC,3813,0.5717458781491624,0.023782972632466686,0.024859320465776852,0.0010763478333101657,0.022528884606728864
SU,E,7733,0.5712082494236711,0.02350449551658574,0.0185149362565788,0.004989559260006941,0.01995250667369749
TRGP,BP,3950,0.5703202178974172,0.030633248028124498,0.018489852289153556,0.012143395738970941,0.02518346587230417
XOM,COP,11250,0.5697637297382369,0.015665424254075792,0.023569963883016513,0.007904539628940721,0.019498641508235135
PSX,CVE,3611,0.5695214377769462,0.021123561127816888,0.03023603655761088,0.00911247542979399,0.025157986725854915
PBA,XOM,3993,0.5688058178145072,0.01921082965795887,0.0159312945222711,0.00327953513568777,0.016573841711071763
E,PBR,6546,0.5684818504086576,0.018574891978229542,0.03114697753665296,0.012572085558423419,0.025639198322454416
IMO,MPC,3813,0.5669219939496108,0.02080982833797885,0.024859320465776852,0.004049492127798003,0.021551720307731052
OKE,DVN,8669,0.5667686190439867,0.020963755477695998,0.026190818633795864,0.005227063156099866,0.022429008648864875
E,PBA,3993,0.5666032585531456,0.018165189828419036,0.01921082965795887,0.0010456398295398336,0.017423457444969294
CVX,BP,11755,0.5664378334239503,0.018261078138437425,0.01920569282702479,0.0009446146885873641,0.017464456607580277
E,IMO,7733,0.5659679659465557,0.0185149362565788,0.020117514595097495,0.001602578338518696,0.01805270027966744
IMO,BP,10103,0.5653856402734614,0.018560479896286015,0.01762058590216471,0.0009398939941213068,0.016886729628306705
PBA,FANG,3483,0.5653481827271927,0.01989766484255796,0.03016237940097745,0.010264714558419489,0.025041693846637892
SLB,BP,11250,0.5651985753868746,0.022837641171496014,0.01784193354533744,0.004995707626158575,0.01947542417516174
KMI,SU,3904,0.5645328770690885,0.01801533455406325,0.02226660727504586,0.004251272720982607,0.019168730098883972
KMI,SLB,3904,0.5638095733959284,0.01801533455406325,0.023192647839261508,0.005177313285198257,0.01978144657343343
EOG,BP,9288,0.5629415742427056,0.02424920941011204,0.01774151558952823,0.006507693820583808,0.020455088454074007
VLO,CNQ,6554,0.5626887258803809,0.02574426078350114,0.026035705977223836,0.0002914451937226954,0.02421400833242601
ENB,CVE,4215,0.562322252347777,0.014976002639653083,0.02927519107143669,0.014299188431783606,0.02425375887102544
BP,PBR,6546,0.5617457451146886,0.018763985130536138,0.03114697753665296,0.012382992406116823,0.02579934847949609
WDS,EOG,4806,0.5617242502310621,0.02493510518267522,0.025436682139290057,0.0005015769566148361,0.023584289154971315
WMB,EXE,1389,0.5617054520671285,0.014992625550179176,0.021747877395217764,0.006755251845038588,0.01820582665176818
WDS,DVN,4806,0.5615746101168728,0.02493510518267522,0.029175621483666165,0.004240516300990944,0.025610319350529053
E,SLB,7733,0.5607723322137554,0.0185149362565788,0.02419204408976285,0.00567710783318405,0.020632550303311414
FTI,TRGP,3950,0.5606932277737451,0.02718932860126955,0.030633248028124498,0.0034439194268549474,0.027270048751014034
MPC,DVN,3813,0.5593037436830244,0.024859320465776852,0.029227770013870943,0.004368449548094091,0.025680493139516158
EOG,IMO,9288,0.558494808768347,0.02424920941011204,0.018800009419638317,0.005449199990473722,0.020790509645861602
HAL,CVX,11755,0.558159809999366,0.026765469448197472,0.018261078138437425,0.008504391309760048,0.022455241857903055
OXY,BP,11250,0.556763895347221,0.022882932392799777,0.01784193354533744,0.005040998847462338,0.019680873545984773
MPC,OXY,3813,0.5564572453059258,0.024859320465776852,0.027753528411560754,0.002894207945783902,0.024907965924009543
E,DVN,7733,0.5557963693163992,0.0185149362565788,0.026729000095785972,0.008214063839207173,0.02251956756860783
ENB,CNQ,6554,0.5555065489604998,0.01524167046543488,0.026035705977223836,0.010794035511788955,0.021663005022598342
FTI,OKE,6334,0.5554910559079113,0.027381102081088595,0.022259269283349252,0.005121832797739343,0.02383431872818116
KMI,EXE,1389,0.5553925713307638,0.014312646155396541,0.021747877395217764,0.007435231239821222,0.01822274079718592
DVN,PBR,6546,0.5541236661511155,0.027338235148945376,0.03114697753665296,0.003808742387707585,0.027817924861145715
OXY,PBR,6546,0.5527142946727412,0.02580999647833304,0.03114697753665296,0.005336981058319919,0.02734286649144657
IMO,PBR,6546,0.5525397490064315,0.020558833898467414,0.03114697753665296,0.010588143638185547,0.026175697424725777
FTI,VLO,6334,0.5514712241069887,0.027381102081088595,0.025686018957284083,0.0016950831238045118,0.025175071112553963
EQNR,LNG,2078,0.5512341075393037,0.02308650389249311,0.021057103394823053,0.002029400497670055,0.020986662203196532
EOG,E,7733,0.5506673488957042,0.0248136364974958,0.0185149362565788,0.0062987002409170025,0.021273012063131338
MPC,CNQ,3813,0.5505653283873082,0.024859320465776852,0.024923243369929658,6.392290415280569e-05,0.02359917295517116
COP,OXY,11250,0.5503577588732872,0.023569963883016513,0.022882932392799777,0.0006870314902167364,0.022034087203304676
EOG,SHEL,9288,0.5501762078035538,0.02424920941011204,0.01758493009827798,0.006664279311834057,0.02068915002185512
KMI,FANG,3483,0.5492100205429756,0.01827335908710536,0.03016237940097745,0.011889020313872088,0.025264022196518247
XOM,PBR,6546,0.5483377598472299,0.016399859691266963,0.03114697753665296,0.014747117845385998,0.026055730745925
IMO,XOM,10103,0.5483078735134249,0.018560479896286015,0.015967749831342803,0.002592730064943212,0.016566756681885262
IMO,SLB,10103,0.5469533040099396,0.018560479896286015,0.02301014213622503,0.004449662239939013,0.020168619387292638
SLB,SHEL,9734,0.5466317328166579,0.022788256356197002,0.018724119062222072,0.00406413729397493,0.020085134967773345
KMI,IMO,3904,0.5465204665834021,0.01801533455406325,0.020722547311448233,0.0027072127573849816,0.0185988775284789
MPC,OKE,3813,0.5453775817349614,0.024859320465776852,0.02432212704565321,0.0005371934201236425,0.0234530742588408
WDS,FTI,4806,0.5453515359962522,0.02493510518267522,0.029076400676008907,0.004141295493333686,0.026007914454717757
PBA,WMB,3993,0.5453309078535252,0.01921082965795887,0.02334391385281731,0.0041330841948584406,0.02061262978402088
WDS,CVE,4215,0.5452625556560247,0.021087055725703453,0.02927519107143669,0.008188135345733236,0.02506969280925275
EQNR,WMB,2078,0.544748881998547,0.02308650389249311,0.01986270315099534,0.0032238007414977683,0.020686061411876448
FTI,MPC,3813,0.5443213280114283,0.027430406703331123,0.024859320465776852,0.0025710862375542716,0.02506124927854699
WDS,PBR,4806,0.5441540684677492,0.02493510518267522,0.03303827060237871,0.00810316541970349,0.028578395213587123
EQNR,ENB,2078,0.5439547215498722,0.02308650389249311,0.01566772607235601,0.0074187778201370985,0.019620226635851452
TRGP,TRP,3950,0.5438688306831747,0.030633248028124498,0.01485300802677995,0.015780240001344547,0.02576997436953813
TS,PSX,3611,0.5437551380370361,0.02216571540653601,0.021123561127816888,0.0010421542787191207,0.0206961583281017
PBA,OXY,3993,0.5437262383167003,0.01921082965795887,0.027351924102137132,0.008141094444178262,0.023361900473965025
BKR,PBA,2296,0.5435936537221413,0.025216969272738986,0.02159339461716825,0.0036235746555707375,0.022587054520936876
SLB,PBR,6546,0.5430928338644002,0.024034987906801385,0.03114697753665296,0.007111989629851576,0.027104935882911275
TRP,CNQ,6554,0.5429325414142471,0.014542696787480235,0.026035705977223836,0.011493009189743601,0.0218679581816625
CVE,PBR,4215,0.5423763333554907,0.02927519107143669,0.030570673889575736,0.0012954828181390467,0.02864943545456859
TRGP,EXE,1389,0.5417618246352129,0.020524029503304172,0.021747877395217764,0.0012238478919135917,0.020262545732309397
TRGP,XOM,3950,0.5416029910646968,0.030633248028124498,0.01598279549745255,0.014650452530671949,0.0257585449556731
EOG,PBR,6546,0.5415999052058237,0.02453874589732939,0.03114697753665296,0.006608231639323572,0.027283442438776798
E,MPC,3813,0.5398317779547351,0.018260276201753415,0.024859320465776852,0.006599044264023437,0.021478433910253635
TS,VLO,5958,0.5384829670160498,0.02520614781485461,0.025654131310300195,0.00044798349544558635,0.02443507976187246
WDS,BKR,2296,0.5378979423635029,0.022302818897621108,0.025216969272738986,0.0029141503751178785,0.02298419991434046
KMI,PSX,3611,0.5362743384739296,0.018118136348178576,0.021123561127816888,0.003005424779638312,0.01907842606217956
OXY,SHEL,9734,0.5361183543448027,0.023280188850353666,0.018724119062222072,0.004556069788131594,0.020619668866760824
COP,SLB,11250,0.5359333272958449,0.023569963883016513,0.022837641171496014,0.0007323227115204993,0.022363678598042266
IMO,SHEL,9734,0.5353941366042655,0.01850161069714651,0.018724119062222072,0.00022250836507556326,0.017943047332649925
FTI,KMI,3904,0.5347502393877176,0.027290248256957007,0.01801533455406325,0.009274913702893756,0.02331303403740941
HAL,E,7733,0.5342380279487793,0.029029315102669203,0.0185149362565788,0.010514378846090404,0.024722941778130166
KMI,OXY,3904,0.5337659200062037,0.01801533455406325,0.027585273371730303,0.009569938817667052,0.02355803842018038
COP,BP,11250,0.53315924227204,0.023569963883016513,0.01784193354533744,0.005728030337679074,0.02062655815184667
HAL,IMO,10103,0.53270075727582,0.027518847096298874,0.018560479896286015,0.008958367200012859,0.023613781502976817
TRGP,TS,3950,0.5314196251921641,0.030633248028124498,0.022592211520149553,0.008041036507974945,0.026706586265672606
EXE,CNQ,1389,0.5308993587982705,0.021747877395217764,0.020789809398257787,0.0009580679969599763,0.020618215364337455
TRP,ENB,9168,0.5303489674530875,0.01416359172915045,0.01612982298436939,0.0019662312552189403,0.01478023922480909
SU,VLO,8236,0.5298478377224688,0.02294919083409766,0.02500255387646843,0.002053363042370769,0.023318490412398554
DVN,EXE,1389,0.5294149987121604,0.026323889308823536,0.021747877395217764,0.004576011913605772,0.023659017150455746
TRGP,E,3950,0.528030124364289,0.030633248028124498,0.01819397326272755,0.012439274765396947,0.026092746222941755
EOG,EXE,1389,0.5277902728187615,0.021440071303623243,0.021747877395217764,0.0003078060915945209,0.020987017649270107
HAL,PBR,6546,0.5275232246218984,0.02875808095544993,0.03114697753665296,0.0023888965812030316,0.02919122335485634
KMI,CVE,3904,0.5272855941677194,0.01801533455406325,0.02985010196132823,0.011834767407264978,0.025465174531823054
WDS,PBA,3993,0.5265460531305954,0.02096861547246835,0.01921082965795887,0.0017577858145094785,0.019609373009243647
MPC,CVE,3813,0.5258865149735601,0.024859320465776852,0.030055757691870237,0.005196437226093385,0.027119838483112245
OKE,EXE,1389,0.5251266615811004,0.01796155589402096,0.021747877395217764,0.003786321501196805,0.019629867692089863
TS,OKE,5958,0.5242057062556884,0.02520614781485461,0.02232584004804557,0.0028803077668090385,0.023319544400833347
FTI,PBR,6334,0.5236416516545914,0.027381102081088595,0.03135276437262544,0.0039716622915368475,0.028873099807499275
FTI,PBA,3993,0.5229149696128966,0.027112224882632874,0.01921082965795887,0.007901395224674004,0.023651848402989246
PBA,PSX,3611,0.5225612848055188,0.01969865487202082,0.021123561127816888,0.0014249062557960684,0.01998400204987339
KMI,E,3904,0.5223445213270003,0.01801533455406325,0.018241622688797424,0.0002262881347341733,0.017719876674220085
WDS,OKE,4806,0.5208914896961331,0.02493510518267522,0.024100550993996953,0.0008345541886782687,0.024011180368047953
MPC,FANG,3483,0.5207353716415547,0.024522630401167103,0.03016237940097745,0.005639748999810346,0.027217519436824635
TRGP,PSX,3611,0.5201679639522739,0.031400171913137986,0.021123561127816888,0.010276610785321098,0.027242210384091504
E,OKE,7733,0.519235433681615,0.0185149362565788,0.02149702316246523,0.0029820869058864302,0.019788805790330596
HAL,BP,11755,0.5183630469126524,0.026765469448197472,0.01920569282702479,0.007559776621172683,0.023501501680229214
TRGP,MPC,3813,0.5180619077841013,0.030990760413519104,0.024859320465776852,0.006131439947742252,0.027931589266754292
TRP,CVE,4215,0.5171435162621468,0.014689278254321562,0.02927519107143669,0.014585912817115127,0.025060642026108755
WDS,ENB,4806,0.5157524168050343,0.02493510518267522,0.015827681444506605,0.009107423738168616,0.021567944192853423
HAL,COP,11250,0.5128027084293971,0.027021331180498372,0.023569963883016513,0.003451367297481859,0.025149470296303898
HAL,SHEL,9734,0.5125006319435709,0.027400626089506164,0.018724119062222072,0.008676507027284092,0.02398973522991246
FANG,EXE,1389,0.512327674683572,0.024635366038334293,0.021747877395217764,0.0028874886431165293,0.0230411586135667
KMI,MPC,3813,0.5109060623682817,0.018159811531418654,0.024859320465776852,0.006699508934358198,0.022056226247886914
TS,MPC,3813,0.5103688665769585,0.022789599759144876,0.024859320465776852,0.0020697207066319757,0.023644641620058575
PBA,MPC,3813,0.5103350452930223,0.01949658986210367,0.024859320465776852,0.0053627306036731805,0.02243685898836936
LNG,FANG,3483,0.5102022587094903,0.021543091604991314,0.03016237940097745,0.008619287795986134,0.026661289443345764
BKR,PBR,2296,0.508770174716681,0.025216969272738986,0.029745238238389506,0.00452826896565052,0.027521504859316315
PBA,PBR,3993,0.5084627588481588,0.01921082965795887,0.031044571738635236,0.011833742080676366,0.026950606451518432
VLO,CVE,4215,0.5082707094317145,0.024306341390752606,0.02927519107143669,0.004968849680684083,0.026916385939893962
VLO,DVN,8669,0.5082613465686207,0.024726742874394664,0.026190818633795864,0.0014640757594012004,0.025279573462469968
SU,OKE,8236,0.5082249386916043,0.02294919083409766,0.0210986254390446,0.0018505653950530616,0.021901050265077705
COP,EXE,1389,0.5072791738078207,0.020835164861179777,0.021747877395217764,0.000912712534037987,0.021150814823888853
VLO,FANG,3483,0.5072595536348751,0.02409734922812701,0.03016237940097745,0.006065030172850438,0.02744202997261495
OKE,OXY,10365,0.5056530813902157,0.021522727317470375,0.023255452562251606,0.001732725244781231,0.022312869194284247
BKR,ENB,2296,0.5056025178646357,0.025216969272738986,0.015536172818550728,0.009680796454188258,0.02193406386281539
BKR,LNG,2296,0.5054280054487881,0.025216969272738986,0.020657522029608587,0.004559447243130399,0.023152830133071317
BKR,TPL,2296,0.5035203656464832,0.025216969272738986,0.030343047338061417,0.005126078065322431,0.02803656692440761
KMI,TS,3904,0.5020399722908429,0.01801533455406325,0.022666346840036707,0.004651012285973456,0.020695596747233574
WDS,TRP,4806,0.5008116944641915,0.02493510518267522,0.015477852150512781,0.00945725303216244,0.02178887267685706
WDS,VLO,4806,0.5005173423847351,0.02493510518267522,0.026695623276466,0.0017605180937907798,0.02584702791230898
WDS,WMB,4806,0.5002831831413739,0.02493510518267522,0.02539994229950654,0.0004648371168313181,0.02516361655645293
PBA,TS,3993,0.4989356572860305,0.01921082965795887,0.022541155498144866,0.0033303258401859957,0.021096140940261916
EXE,CVE,1389,0.49858506746240916,0.021747877395217764,0.025500830052677004,0.00375295265745924,0.0238797611156871
OKE,PBR,6546,0.49760496684650674,0.022170989352827148,0.03114697753665296,0.008975988183825813,0.027828681177610892
TS,WMB,5958,0.4972742026191722,0.02520614781485461,0.025563300784751296,0.00035715296989668674,0.02545569964254794
WDS,FANG,3483,0.49477966791723055,0.02072048728626627,0.03016237940097745,0.009441892114711178,0.0268449943850528
CVX,OKE,10365,0.49463207592937775,0.016645263923319612,0.021522727317470375,0.004877463394150763,0.019644013315990746
EOG,VLO,9288,0.4932918417052616,0.02424920941011204,0.02458865059460244,0.0003394411844904015,0.0245839400437111
WMB,MPC,3813,0.4930109499644427,0.023614443582537187,0.024859320465776852,0.0012448768832396644,0.02442937635859478
PSX,ENB,3611,0.49296911775745134,0.021123561127816888,0.015318025327715637,0.0058055358001012514,0.019021710567826196
SU,EXE,1389,0.49285955686492067,0.020946015807850177,0.021747877395217764,0.0008018615873675861,0.02150999204081508
BKR,TRP,2296,0.4903111124639579,0.025216969272738986,0.016199578674986562,0.009017390597752424,0.022309942063567192
XOM,EXE,1389,0.48968489590516395,0.016971496168303603,0.021747877395217764,0.004776381226914161,0.019988054481038277
TRP,EQNR,2078,0.48822174301348137,0.016593048852004647,0.02308650389249311,0.006493455040488462,0.020839010733072358
FANG,TPL,3483,0.48760455505710126,0.03016237940097745,0.027624891663796426,0.0025374877371810226,0.02933134639829847
WDS,PSX,3611,0.48699560788493546,0.020690075250232497,0.021123561127816888,0.0004334858775843914,0.021180251845192337
TS,CCJ,5958,0.48568566156376997,0.02520614781485461,0.02760903628151245,0.0024028884666578397,0.026862883655955468
EQNR,TPL,2078,0.4854543323468712,0.02308650389249311,0.031292220519099564,0.008205716626606456,0.028474166370744267
TS,ENB,5958,0.4839549609171509,0.02520614781485461,0.015062068949614114,0.010144078865240495,0.022242803031791138
XOM,OKE,10365,0.48354862244014873,0.0159029049387804,0.021522727317470375,0.005619822378689975,0.019624424679316615
TRGP,PBR,3950,0.4828089981614098,0.030633248028124498,0.03114327081436083,0.0005100227862363318,0.03141784152058987
TTE,EQNR,2066,0.48273843663422455,0.02546179134396744,0.023105896469061235,0.0023558948749062038,0.02478262123930607
SU,TRP,8236,0.4823901838809033,0.02294919083409766,0.014521466400304286,0.008427724433793374,0.02039655836433889
EOG,OKE,9288,0.4820841040051604,0.02424920941011204,0.020767551472498678,0.003481657937613361,0.023103320517883833
TRP,TS,5958,0.4809197075672836,0.01464057854980474,0.02520614781485461,0.01056556926504987,0.022242894152314657
HAL,EXE,1389,0.4799280091015787,0.025358403271234623,0.021747877395217764,0.0036105258760168596,0.02422119742958993
WMB,CVE,4215,0.47932320464464884,0.02320438318418564,0.02927519107143669,0.006070807887251048,0.027281119502363244
FANG,ENB,3483,0.478836458953803,0.03016237940097745,0.015466663756726224,0.014695715644251225,0.026499462335777903
CNQ,CCJ,6554,0.4786702452133841,0.026035705977223836,0.027321248680546972,0.0012855427033231365,0.027263996793239268
WDS,MPC,3813,0.4774557185161517,0.021117973223532982,0.024859320465776852,0.00374134724224387,0.02372017427564791
OXY,EXE,1389,0.4772046686295071,0.025494157490200266,0.021747877395217764,0.003746280094982502,0.024367106655392535
IMO,EXE,1389,0.4766806003167781,0.020555762717085493,0.021747877395217764,0.0011921146781322702,0.02166367812344141
FANG,PBR,3483,0.47641304281358215,0.03016237940097745,0.032071557024039986,0.001909177623062537,0.03188468797269066
TRP,PSX,3611,0.4754631161810756,0.015061032498977929,0.021123561127816888,0.006062528628838959,0.019248619483956706
MPC,ENB,3813,0.4754551062792989,0.024859320465776852,0.015291414785006816,0.009567905680770036,0.02214361546253089
CVX,EXE,1389,0.4746281899007509,0.01591360615394695,0.021747877395217764,0.005834271241270814,0.01994210599825006
WDS,TRGP,3950,0.47207882507064086,0.020989396549084674,0.030633248028124498,0.009643851479039824,0.027782771762692005
E,VLO,7733,0.47148918188389594,0.0185149362565788,0.025460636155399386,0.006945699898820587,0.02337787242414757
PBA,EXE,1389,0.47142066087381024,0.013900632910065882,0.021747877395217764,0.007847244485151882,0.01952352693528484
EQT,CNQ,6554,0.46896179771679936,0.024559491628454656,0.026035705977223836,0.0014762143487691802,0.026101648152331496
IMO,OKE,10103,0.46868727941304056,0.018560479896286015,0.021681162563146766,0.0031206826668607503,0.020912979706105634
SU,ENB,8236,0.46723082050924913,0.02294919083409766,0.015273639739610472,0.007675551094487188,0.02079432881363742
EQT,DVN,8669,0.46590983849668227,0.02243677594234341,0.026190818633795864,0.0037540426914524534,0.025333686714133098
WDS,KMI,3904,0.46584052848363416,0.02107725753557468,0.01801533455406325,0.0030619229815114293,0.020372306372692835
IMO,VLO,10103,0.46555974803109046,0.018560479896286015,0.025434409446460342,0.006873929550174327,0.023491328312800406
LNG,EXE,1389,0.4629928996540901,0.0189316138194254,0.021747877395217764,0.0028162635757923646,0.021216198111622262
KMI,VLO,3904,0.46258850422016157,0.01801533455406325,0.02457587282358725,0.006560538269523998,0.022779608357138555
WMB,PSX,3611,0.4624966721288973,0.023507160878199023,0.021123561127816888,0.002383599750382135,0.023226739411618368
PSX,LNG,3611,0.46188802426874703,0.021123561127816888,0.022195908208960557,0.0010723470811436694,0.022488767343725985
WMB,FANG,3483,0.4616710850050654,0.023752146950952926,0.03016237940097745,0.006410232450024523,0.028503186624363287
OKE,SHEL,9734,0.4598986772928598,0.021235034077024057,0.018724119062222072,0.002510915014801985,0.020875851081220587
SLB,OKE,10365,0.4588625836698723,0.02288194675874424,0.021522727317470375,0.0013592194412738665,0.023126786288401535
SLB,VLO,11249,0.45680292468789896,0.022837828825118357,0.026299095314216293,0.003461266489097937,0.025777590259993335
EXE,SHEL,1389,0.45599792062388883,0.021747877395217764,0.01611691373353367,0.005630963661684092,0.020323942425728037
TRGP,TPL,3950,0.4553538557625054,0.030633248028124498,0.026657713377591395,0.003975534650533102,0.030088775426489134
HAL,OKE,10365,0.45488648693314604,0.027321100771171284,0.021522727317470375,0.005798373453700909,0.025975015837214115
ENB,PBR,6546,0.4536307998806077,0.015247410029397338,0.03114697753665296,0.015899567507255623,0.02778037880706476
TRP,IMO,9734,0.45325899533290887,0.014258820312041108,0.01850161069714651,0.0042427903851054004,0.017506399068440506
KMI,PBR,3904,0.4524104106305629,0.01801533455406325,0.03127356486779035,0.0132582303137271,0.028156859013816846
CVX,VLO,11249,0.45219097777865963,0.016862620139371367,0.026299095314216293,0.009436475174844926,0.023977543876874646
VLO,PBR,6546,0.45140704007829974,0.025750104991305218,0.03114697753665296,0.005396872545347743,0.030151467130436076
TRP,MPC,3813,0.4500801971090885,0.015024860427488471,0.024859320465776852,0.009834460038288381,0.022528100188485122
KMI,LNG,3904,0.44926364534144697,0.01801533455406325,0.028284770947411345,0.010269436393348094,0.025821063680012992
WMB,CNQ,6554,0.4488540071019567,0.0333913758313641,0.026035705977223836,0.007355669854140261,0.031818285715330116
TPL,CVE,4215,0.44835148864689317,0.026370017983090938,0.02927519107143669,0.0029051730883457513,0.029328677721526798
TRP,FANG,3483,0.448327355694513,0.015242353706615903,0.03016237940097745,0.014920025694361546,0.027016020610643267
TRGP,VLO,3950,0.4476672243979233,0.030633248028124498,0.024516869846750843,0.006116378181373654,0.029445688099913436
FTI,EQT,6334,0.4472359436897163,0.027381102081088595,0.02475109739253996,0.0026300046885486365,0.02749812632656106
VLO,OXY,11249,0.44679861650794167,0.026299095314216293,0.022883949419343793,0.0034151458948725004,0.026029338528619092
TRP,PBR,6546,0.4466720305939851,0.014513069713767522,0.03114697753665296,0.016633907822885437,0.027873602394275318
EXE,BP,1389,0.4459970554999913,0.021747877395217764,0.01835470023106016,0.003393177164157605,0.02130264667715413
XOM,VLO,11249,0.4454901536149519,0.01566566389338737,0.026299095314216293,0.010633431420828923,0.02387421158559372
MPC,LNG,3813,0.4449280054120249,0.024859320465776852,0.026256877162941457,0.001397556697164605,0.026955062009782305
PBA,VLO,3993,0.4448499281636169,0.01921082965795887,0.0244499618140087,0.00523913215604983,0.02342991638207441
OKE,BP,10365,0.44447095833528316,0.021522727317470375,0.017605671564874133,0.003917055752596241,0.02088893852594769
FTI,CCJ,6334,0.4429072649239229,0.027381102081088595,0.02731805191283605,6.305016825254584e-05,0.02886889136662555
EOG,EQT,9288,0.44233460977150146,0.02424920941011204,0.02190002261094331,0.0023491867991687274,0.024450445264562796
EQNR,EXE,1389,0.442209948482978,0.02151948060367053,0.021747877395217764,0.00022839679154723277,0.02285053672917505
TRP,E,7733,0.4414541662757226,0.014679355926410561,0.0185149362565788,0.003835580330168238,0.01784161003049491
E,ENB,7733,0.43933364665092645,0.0185149362565788,0.015302468576809024,0.0032124676797697753,0.01811134104899635
FTI,ENB,6334,0.43642206255353805,0.027381102081088595,0.015045545842413374,0.012335556238675221,0.024829683237121147
EXE,ENB,1389,0.43618889671061334,0.021747877395217764,0.01172758368146429,0.010020293713753474,0.019697877768601182
SU,CCJ,7659,0.43529795624784773,0.023605244154563356,0.02746681243891852,0.0038615682843551637,0.027334466573581392
PSX,TPL,3611,0.435091064182706,0.021123561127816888,0.02726117407616188,0.0061376129483449934,0.026235079389049364
EQT,CVX,9771,0.43468988948282433,0.021598614926175683,0.01644208473504325,0.005156530191132432,0.020690643550720235
EQT,SU,8236,0.4339872437849152,0.022845182408315283,0.02294919083409766,0.00010400842578237729,0.02436200729813366
WDS,CCJ,4806,0.4339830229000358,0.02493510518267522,0.028468799308801442,0.003533694126126221,0.028567232508670225
FTI,TRP,6334,0.4333654946339175,0.027381102081088595,0.014467949185276495,0.0129131528958121,0.024813146027211026
