stock_1,stock_2,observations,correlation,volatility_1,volatility_2,volatility_difference,return_difference_std
HAL,OXY,11250,0.5871253237002887,0.027021331180498372,0.022882932392799777,0.004138398787698595,0.02297193304250015
CNQ,PBR,6546,0.5871227562105948,0.026040034406536378,0.03114697753665296,0.005106943130116583,0.0263784800866463
COP,PBR,6546,0.5870865704128188,0.020958884962812303,0.03114697753665296,0.010188092573840658,0.02535551009423228
BKR,MPC,2296,0.5868501079938481,0.025216969272738986,0.02608926538808737,0.0008722961153483852,0.02333188989952895
TRGP,ENB,3950,0.5861558030440733,0.030633248028124498,0.015143202809089814,0.015490045219034684,0.024977872909256783
PBA,DVN,3993,0.5861078146316128,0.01921082965795887,0.028729390041231383,0.009518560383272513,0.02339807575365086
PSX,FANG,3483,0.5857801761558025,0.021112822163666622,0.03016237940097745,0.009049557237310827,0.02468715423169755
PSX,CNQ,3611,0.5852818552629874,0.021123561127816888,0.02471469653287073,0.0035911354050538434,0.021116670094707645
SU,SHEL,8236,0.5852301008676802,0.02294919083409766,0.018246596686753946,0.0047025941473437145,0.01922185545524442
IMO,COP,10103,0.584414085286295,0.018560479896286015,0.020407168966557445,0.0018466890702714296,0.01783901890850185
EQNR,PBR,2078,0.5840201710007352,0.02308650389249311,0.030335596946082306,0.007249093053589197,0.025203300786026932
