basket_type,n_stocks,stocks,test_correlation,test_r_squared,test_tracking_error,test_rmse,annualized_xom_volatility,annualized_basket_volatility,volatility_reduction,xom_final_wealth,basket_final_wealth,xom_max_drawdown,basket_max_drawdown
unrestricted,4,COP|IMO|PSX|E,0.8244398225050391,0.6613996123886001,0.009115592327705304,0.009107787231188647,0.24891549641880834,0.23829626035563134,0.04266201267481473,151.76733944897228,169.42042802378728,-0.20133304516380612,-0.1686156103086871
unrestricted,4,COP|EOG|IMO|E,0.824870466866462,0.6595212088443712,0.009148562009586048,0.00913301525661983,0.24891549641880834,0.2412405332595667,0.030833609275688678,151.76733944897228,157.3434781785566,-0.20133304516380612,-0.179940122893139
unrestricted,4,COP|SLB|OKE|E,0.8199419989295166,0.6592317421319176,0.009153330413458356,0.009136896764522038,0.24891549641880834,0.23255315422701406,0.06573452608295671,151.76733944897228,152.96852613765023,-0.20133304516380612,-0.17230611784350924
unrestricted,4,COP|OKE|FANG|E,0.8245174248881881,0.6589687047571111,0.00915689896354814,0.009140422447562604,0.24891549641880834,0.24118576201935607,0.03105364877101402,151.76733944897228,152.2642803453245,-0.20133304516380612,-0.1735106022851065
unrestricted,4,COP|PSX|FANG|E,0.8262423937954938,0.6572772461697838,0.009171739091632594,0.009163061898972896,0.24891549641880834,0.24487445704993369,0.016234583330543062,151.76733944897228,168.6217937563964,-0.20133304516380612,-0.1702553542750379
unrestricted,4,COP|EOG|SU|E,0.8235592115662139,0.6573206182550453,0.009177438448853556,0.009162482080924848,0.24891549641880834,0.24090621719936867,0.032176699862686675,151.76733944897228,159.08212286539813,-0.20133304516380612,-0.18539843596564742
unrestricted,4,COP|OKE|DVN|E,0.8245708727910585,0.6574208855538738,0.009177661075371083,0.009161141520929346,0.24891549641880834,0.24258255366994005,0.025442139360471572,151.76733944897228,152.01654877871275,-0.20133304516380612,-0.1779088341101589
unrestricted,4,COP|OKE|CVE|E,0.8248422585709116,0.6566453800838417,0.009186880222974545,0.009171504819414334,0.24891549641880834,0.24358132323761023,0.021429654874613346,151.76733944897228,158.055361606134,-0.20133304516380612,-0.16692197011280852
unrestricted,4,COP|EOG|SLB|E,0.8221071595183325,0.6562808162080058,0.009192356662776987,0.009176372545210391,0.24891549641880834,0.23942744669685445,0.03811755338040479,151.76733944897228,156.1202687732068,-0.20133304516380612,-0.17962040267464752
unrestricted,4,COP|PSX|DVN|E,0.8260244150428216,0.6548456694459397,0.009204104895383744,0.00919550985823259,0.24891549641880834,0.24641443898925583,0.010047817293562078,151.76733944897228,168.8119871002433,-0.20133304516380612,-0.17459143128802268
unrestricted,4,COP|OXY|OKE|E,0.8247163184000834,0.6554299526699243,0.009204284805088288,0.009187723402462558,0.24891549641880834,0.24442575672474137,0.018037204427452935,151.76733944897228,151.25727695354635,-0.20133304516380612,-0.18496043420919606
unrestricted,4,COP|OXY|PSX|E,0.8267891579594413,0.6546374859557753,0.00920848087881245,0.009198282624772208,0.24891549641880834,0.24779585642345264,0.004498072685164889,151.76733944897228,166.92811090485688,-0.20133304516380612,-0.18164638982767478
unrestricted,4,COP|VLO|OKE|E,0.8203043785331366,0.6547649541460834,0.009208557001662355,0.00919658499315407,0.24891549641880834,0.23738536289142498,0.04632147734178649,151.76733944897228,164.5552643873916,-0.20133304516380612,-0.14178327349823105
unrestricted,4,COP|SLB|PSX|E,0.8203027488482454,0.6539047210638038,0.009217409033946739,0.009208035575488296,0.24891549641880834,0.23799588332429747,0.04386875566854331,151.76733944897228,167.9550241007631,-0.20133304516380612,-0.17109758020554877
unrestricted,4,COP|SU|SLB|E,0.8180911152120894,0.6534507942115696,0.009226418437428574,0.009214072070701677,0.24891549641880834,0.23462697783912917,0.05740308974431341,151.76733944897228,164.06412918825873,-0.20133304516380612,-0.1914406624110171
unrestricted,4,COP|PSX|CVE|E,0.82542156571146,0.651717570280629,0.009240534900907477,0.009237084866082199,0.24891549641880834,0.24756275349996623,0.005434546817310482,151.76733944897228,174.07771521685527,-0.20133304516380612,-0.16532998597313953
unrestricted,4,COP|HAL|OKE|E,0.8206329290081674,0.6526594290835208,0.009241055577957343,0.009224586504433837,0.24891549641880834,0.24013838046210256,0.03526142840837032,151.76733944897228,154.12386118564552,-0.20133304516380612,-0.1759984793772117
unrestricted,4,COP|EQNR|OKE|E,0.828786051797006,0.6511247755716454,0.009261522258050802,0.009244942522067288,0.24891549641880834,0.25336480728209143,-0.01787478452445157,151.76733944897228,153.52402853929206,-0.20133304516380612,-0.1864327455635867
unrestricted,4,COP|PSX|EQNR|E,0.8306807018731822,0.6492733063130167,0.009277473718232804,0.009269441363293211,0.24891549641880834,0.25661547715425814,-0.030934115578301835,151.76733944897228,169.655330889787,-0.20133304516380612,-0.18321021337025478
unrestricted,4,COP|EOG|SU|SLB,0.8222274873394682,0.6498195122938885,0.009278583421198144,0.009262220645322231,0.24891549641880834,0.24496549145235336,0.015868859204366204,151.76733944897228,155.154703591597,-0.20133304516380612,-0.1873403827826864
unrestricted,4,COP|SU|PSX|OKE,0.8175303896730232,0.6489275133581628,0.009289434370630787,0.009274009760725324,0.24891549641880834,0.23810343233908468,0.043436685281867726,151.76733944897228,158.45699757866473,-0.20133304516380612,-0.15674369863678161
unrestricted,4,COP|SU|IMO|E,0.8185858792556104,0.6484541995662585,0.009292501071243183,0.00928025923684422,0.24891549641880834,0.2400772035513952,0.03550720222152193,151.76733944897228,164.44229549817592,-0.20133304516380612,-0.19768585310240716
unrestricted,4,COP|IMO|FANG|E,0.8207941681792317,0.6484326051224452,0.00929413420237647,0.009280544262236333,0.24891549641880834,0.24369096626716805,0.02098917193508054,151.76733944897228,162.30372519964428,-0.20133304516380612,-0.1905796634898349
unrestricted,4,COP|HAL|PSX|E,0.8209672014444221,0.6479046052177075,0.009295930506959107,0.009287510619369834,0.24891549641880834,0.2440629665907777,0.019494687545953737,151.76733944897228,169.28363014743485,-0.20133304516380612,-0.17306305877277983
unrestricted,4,COP|HAL|EOG|E,0.8224726213938959,0.6474718527971977,0.009309067989541675,0.009293216400451351,0.24891549641880834,0.24705689036152412,0.007466815381220959,151.76733944897228,157.34349299226886,-0.20133304516380612,-0.18350094023197483
unrestricted,4,COP|IMO|DVN|E,0.8210728213208983,0.6469150055969215,0.009314175662559288,0.009300553204110776,0.24891549641880834,0.24528391836388214,0.01458960212270577,151.76733944897228,162.3216425737326,-0.20133304516380612,-0.1962756314001004
unrestricted,4,COP|SU|FANG|E,0.8198661955835536,0.646799193436979,0.009314516563201529,0.009302078373493448,0.24891549641880834,0.24347583263200767,0.02185345575129749,151.76733944897228,164.2252857765733,-0.20133304516380612,-0.19759128303574702
unrestricted,4,COP|SU|SLB|OKE,0.8136457603125339,0.6466247907129979,0.009321100342923798,0.009304374670049693,0.24891549641880834,0.23340914093277612,0.06229566141572107,151.76733944897228,150.4357724839095,-0.20133304516380612,-0.17096004743852544
unrestricted,4,COP|SLB|EQNR|OKE,0.8274598904926449,0.64636420305841,0.009324522148788095,0.00930780467629049,0.24891549641880834,0.2546943303400361,-0.023216047230360637,151.76733944897228,150.26969435158603,-0.20133304516380612,-0.18355254839702406
unrestricted,4,COP|SU|DVN|E,0.8201220193514086,0.6459050573274556,0.00932625388761047,0.009313845145808217,0.24891549641880834,0.24455601403975297,0.01751390508737305,151.76733944897228,164.30898364436646,-0.20133304516380612,-0.20272401256746198
unrestricted,4,COP|EOG|FANG|E,0.8234944486176179,0.6461397052224174,0.009327168224061391,0.009310758634147376,0.24891549641880834,0.24949010160243523,-0.0023084347575537123,151.76733944897228,155.3630648299928,-0.20133304516380612,-0.18196910751562678
unrestricted,4,COP|SU|SLB|EQNR,0.8315707144546289,0.6455464714010228,0.009331692176693,0.009318559938752968,0.24891549641880834,0.26019387285641504,-0.045310061446035776,151.76733944897228,163.2058633259089,-0.20133304516380612,-0.21001063458974956
unrestricted,4,COP|EOG|VLO|E,0.8192209348821436,0.6448408199405151,0.009337385559459566,0.009327831091986507,0.24891549641880834,0.24384418148430298,0.020373640884023936,151.76733944897228,168.10693101353198,-0.20133304516380612,-0.1438458415278997
unrestricted,4,COP|EOG|DVN|E,0.8236727962669464,0.6450765142313908,0.009341233896095242,0.009324735463984251,0.24891549641880834,0.2504724163877058,-0.006254813345481169,151.76733944897228,155.04879865657512,-0.20133304516380612,-0.18541240856522767
unrestricted,4,COP|EOG|SU|OKE,0.8167991517380997,0.6445378221807545,0.009347624808621911,0.009331809180595032,0.24891549641880834,0.24068940100196756,0.03304774325098714,151.76733944897228,146.0789904805343,-0.20133304516380612,-0.16445806502344562
unrestricted,4,COP|HAL|SU|E,0.817583066145603,0.6441691438675055,0.009348473975779686,0.009336647310018256,0.24891549641880834,0.2419838481618325,0.027847395428178268,151.76733944897228,165.22400907639218,-0.20133304516380612,-0.19588334019785714
unrestricted,4,COP|IMO|EQNR|OKE,0.8262084598459264,0.6441979369927283,0.00935310470939995,0.009336269550910143,0.24891549641880834,0.2544475391768212,-0.022224581585330583,151.76733944897228,152.03348951260273,-0.20133304516380612,-0.1807249310069845
unrestricted,4,COP|SLB|IMO|E,0.8132519813765846,0.6436465863355505,0.009357163446103578,0.009343500489496143,0.24891549641880834,0.23534961300296972,0.05449995524992779,151.76733944897228,162.41079344294803,-0.20133304516380612,-0.1842531075994822
unrestricted,4,COP|EOG|IMO|OKE,0.8161096369896781,0.6428888098084689,0.00936880073969199,0.009353429572627006,0.24891549641880834,0.24091851526590505,0.032127293270034496,151.76733944897228,144.87475308792597,-0.20133304516380612,-0.15698648962046402
unrestricted,4,COP|IMO|PSX|OKE,0.8148646094111542,0.6429359955856647,0.009368887863740974,0.00935281160904034,0.24891549641880834,0.23891063371015225,0.04019381216757423,151.76733944897228,156.98189011747306,-0.20133304516380612,-0.14964337700916963
unrestricted,4,COP|SU|CVE|E,0.8189595409501129,0.6421818022447228,0.009373619555461885,0.009362683939054645,0.24891549641880834,0.24554722460771805,0.013531788336002437,151.76733944897228,166.50723130999953,-0.20133304516380612,-0.19967554164230938
unrestricted,4,COP|IMO|EQNR|E,0.8262035550505938,0.6423521742170003,0.009373627301212526,0.009360454694061575,0.24891549641880834,0.25542385806887086,-0.026146872105993646,151.76733944897228,163.2892987396511,-0.20133304516380612,-0.20456214818935614
unrestricted,4,COP|SLB|EQNR|E,0.8246641263000923,0.6423612885370403,0.009374175374187726,0.009360335422088984,0.24891549641880834,0.25345964279146665,-0.0182557793228455,151.76733944897228,162.16450827983456,-0.20133304516380612,-0.2006505477471926
unrestricted,4,COP|OXY|IMO|E,0.8201226646251965,0.6421599827663426,0.009377539737625215,0.009362969399334224,0.24891549641880834,0.2474443691114399,0.005910147534138321,151.76733944897228,160.80236858936365,-0.20133304516380612,-0.2009812688003647
unrestricted,4,COP|EOG|CVE|E,0.8232628473687884,0.642048706234424,0.009379078065723086,0.009364425074675279,0.24891549641880834,0.25185019731897174,-0.011789948566423014,151.76733944897228,160.64104758791987,-0.20133304516380612,-0.17734119487809175
unrestricted,4,COP|IMO|CVE|E,0.8193453580032538,0.641580504270412,0.009382209138239726,0.009370547429178968,0.24891549641880834,0.2465890136548141,0.00934647620363449,151.76733944897228,165.56344805077572,-0.20133304516380612,-0.19238759769372615
unrestricted,4,COP|EOG|OXY|E,0.8235271851527508,0.6418245273777827,0.009383969930696862,0.00936735700641542,0.24891549641880834,0.2524468122132677,-0.01418680574437925,151.76733944897228,154.85367292444354,-0.20133304516380612,-0.1948584213225889
unrestricted,4,COP|IMO|VLO|E,0.8152636014148292,0.6408208255663875,0.009384379876606225,0.009380472722571632,0.24891549641880834,0.24055019667931066,0.03360698654704408,151.76733944897228,174.08106549099114,-0.20133304516380612,-0.15878671251954535
unrestricted,4,COP|SU|OXY|E,0.8194772936909811,0.6414132506047894,0.009386315720431238,0.009372733520659074,0.24891549641880834,0.2470049659193346,0.0076754180714374565,151.76733944897228,162.65663635094174,-0.20133304516380612,-0.20661839858142184
unrestricted,4,COP|SU|VLO|E,0.814613652262424,0.6403514062129111,0.009388131663330355,0.009386600496640684,0.24891549641880834,0.2397464548687758,0.03683596112716636,151.76733944897228,176.1991435985411,-0.20133304516380612,-0.16339335555580192
unrestricted,4,COP|VLO|PSX|E,0.8185208494221267,0.6405450654505029,0.009388297160995391,0.009384072964627378,0.24891549641880834,0.2457354121678446,0.01277575842692058,151.76733944897228,173.799296237242,-0.20133304516380612,-0.15844070739466554
unrestricted,4,COP|SLB|VLO|E,0.8137652088481212,0.6399471603184984,0.009397229640941526,0.009391874296013576,0.24891549641880834,0.23895558952265492,0.04001320544300524,151.76733944897228,172.75247263802294,-0.20133304516380612,-0.15588812369866756
unrestricted,4,COP|HAL|IMO|E,0.8157604218904575,0.6401828840916515,0.00940182004880415,0.009388799399395003,0.24891549641880834,0.2423990098860001,0.02617951323466028,151.76733944897228,163.63096692558153,-0.20133304516380612,-0.18936060562877732
unrestricted,4,COP|PSX|EQNR|OKE,0.8288585165716472,0.6403949113530654,0.009401864806716526,0.009386032751169785,0.24891549641880834,0.26000754698910045,-0.04456151075314896,151.76733944897228,157.93262940592058,-0.20133304516380612,-0.1699053355052189
unrestricted,4,COP|SU|EQNR|OKE,0.8249431787112308,0.6404571911240138,0.009402048730587552,0.009385219935527857,0.24891549641880834,0.2551657019617347,-0.02510974862091442,151.76733944897228,153.57459019741623,-0.20133304516380612,-0.18775547818790939
unrestricted,4,COP|SLB|IMO|EQNR,0.8274104948816028,0.6401723616901203,0.009403228431969765,0.009388936680239287,0.24891549641880834,0.2583067644100292,-0.037728739778498,151.76733944897228,161.44939369100692,-0.20133304516380612,-0.20022553473100668
unrestricted,4,EOG|PSX|OKE|E,0.806142428852198,0.6397143181010823,0.009411471963175315,0.009394910616188253,0.24891549641880834,0.22570436382991246,0.09324904605313278,151.76733944897228,155.37949315568284,-0.20133304516380612,-0.11839496791760906
unrestricted,4,COP|SU|IMO|OKE,0.8124608152363496,0.6396983867131962,0.009412048941724717,0.009395118329564245,0.24891549641880834,0.23778041321466908,0.044734391246594396,151.76733944897228,151.11482910756988,-0.20133304516380612,-0.16916740355711835
unrestricted,4,COP|HAL|EOG|SU,0.8239360253782327,0.6393953805862516,0.009415549450112172,0.009399068048415784,0.24891549641880834,0.25452337089750504,-0.022529230037415138,151.76733944897228,155.77795925080449,-0.20133304516380612,-0.19240622989986123
unrestricted,4,COP|HAL|SU|OKE,0.8142318980280858,0.6388607233674312,0.00942296571467388,0.00940603332005281,0.24891549641880834,0.24132543581155252,0.03049251941504394,151.76733944897228,150.75754306725594,-0.20133304516380612,-0.17397536732306484
unrestricted,4,COP|OXY|SLB|E,0.8169283474916772,0.6385140080478573,0.009425812466929962,0.009410547414329402,0.24891549641880834,0.24553497800306948,0.013580988184243137,151.76733944897228,159.51197333189037,-0.20133304516380612,-0.1989566215043279
unrestricted,4,COP|SU|EQNR|E,0.8240752521284047,0.6377147787475527,0.009432961234070251,0.009420944819390008,0.24891549641880834,0.2555288048136195,-0.02656848806104084,151.76733944897228,165.23409257642453,-0.20133304516380612,-0.2102008356772097
unrestricted,4,COP|EOG|SU|IMO,0.8194821232471388,0.6375836018305683,0.00943918952926945,0.009422650241772839,0.24891549641880834,0.2498339697576701,-0.0036899001953514254,151.76733944897228,155.71592766236785,-0.20133304516380612,-0.18463775301014107
unrestricted,4,COP|SLB|FANG|E,0.8144995224695518,0.6373034932148882,0.009440934801189751,0.009426290882400124,0.24891549641880834,0.2428200749288203,0.024487914885509166,151.76733944897228,160.9152792837958,-0.20133304516380612,-0.1881699185288218
unrestricted,4,COP|EOG|SU|PSX,0.8188579650251949,0.6370311849877004,0.009442557171406489,0.009429828792058143,0.24891549641880834,0.24915950714739535,-0.0009802954500528482,151.76733944897228,164.22375267194556,-0.20133304516380612,-0.16577174336356792
unrestricted,4,COP|SLB|CVE|E,0.8157562602527231,0.6365012880284446,0.009448534881328574,0.009436709569427989,0.24891549641880834,0.24511869559151683,0.015253372658258546,151.76733944897228,165.55299998791298,-0.20133304516380612,-0.18506497494069873
unrestricted,4,COP|SU|OKE|FANG,0.8137993879919077,0.6367914631775351,0.009449790348479637,0.009432942231031527,0.24891549641880834,0.24228892896522927,0.02662175537046374,151.76733944897228,149.44406172582393,-0.20133304516380612,-0.17400096478313487
unrestricted,4,COP|SU|OXY|OKE,0.8154496726495921,0.6363344582381768,0.009455599360663909,0.009438874836637507,0.24891549641880834,0.24507408184507407,0.01543260515717737,151.76733944897228,148.63941240614272,-0.20133304516380612,-0.1808610858859594
unrestricted,4,COP|EOG|EQNR|E,0.827732571181609,0.636133027813821,0.009457798947059535,0.009441488520289405,0.24891549641880834,0.2611088527331367,-0.04898592690996084,151.76733944897228,156.7508727158827,-0.20133304516380612,-0.19622643747434698
unrestricted,4,COP|SU|SLB|PSX,0.8143338655415213,0.6355465206296774,0.009457982075268549,0.009449094694563873,0.24891549641880834,0.243575222705679,0.02145416332032679,151.76733944897228,169.24575273628022,-0.20133304516380612,-0.1737588655795742
