ticker,cluster
BP,1
CNQ,1
CVE,1
E,1
ENB,1
EQNR,1
IMO,1
PBA,1
PBR,1
SHEL,1
SU,1
TRP,1
TS,1
TTE,1
WDS,1
CCJ,2
