episode_id,start_date,end_date,calendar_days,trading_days,mean_significant_stocks,max_significant_stocks,mean_pct_stocks_significant,max_pct_stocks_significant,mean_positive_stocks,mean_negative_stocks
53,2001-05-04,2001-05-08,5,3,3.3333333333333335,4,0.15151515151515152,0.18181818181818182,2.3333333333333335,1.0
54,2001-03-07,2001-04-22,47,32,3.5,4,0.1590909090909091,0.18181818181818182,1.59375,1.90625
55,1989-01-09,1989-01-25,17,13,3.230769230769231,4,0.21538461538461545,0.26666666666666666,2.0,1.2307692307692308
56,2000-03-21,2000-04-10,21,15,3.1333333333333333,4,0.14242424242424237,0.18181818181818182,1.1333333333333333,2.0
57,1985-03-29,1985-04-25,28,19,3.5789473684210527,4,0.3976608187134502,0.4444444444444444,3.5789473684210527,0.0
58,1989-03-27,1989-03-29,3,3,3.3333333333333335,4,0.22222222222222224,0.26666666666666666,1.0,2.3333333333333335
59,1983-09-13,1983-10-09,27,19,3.6842105263157894,4,0.40935672514619875,0.4444444444444444,3.6842105263157894,0.0
60,1983-08-22,1983-08-23,2,2,3.5,4,0.38888888888888884,0.4444444444444444,3.5,0.0
61,1984-04-19,1984-04-29,11,6,3.1666666666666665,4,0.35185185185185186,0.4444444444444444,3.1666666666666665,0.0
62,1984-07-31,1984-08-19,20,14,3.0714285714285716,4,0.3412698412698413,0.4444444444444444,3.0714285714285716,0.0
63,1984-03-07,1984-04-05,30,22,3.272727272727273,4,0.36363636363636354,0.4444444444444444,3.272727272727273,0.0
64,1983-08-10,1983-08-18,9,7,3.4285714285714284,4,0.380952380952381,0.4444444444444444,3.4285714285714284,0.0
65,2008-07-31,2008-09-02,34,23,3.3043478260869565,4,0.12709030100334448,0.15384615384615385,0.0,3.3043478260869565
66,2010-05-27,2010-05-27,1,1,4.0,4,0.14814814814814814,0.14814814814814814,4.0,0.0
67,2013-03-28,2013-04-15,19,12,3.1666666666666665,4,0.09595959595959595,0.12121212121212122,3.1666666666666665,0.0
68,2013-11-29,2013-12-05,7,5,3.2,4,0.09142857142857143,0.11428571428571428,0.2,3.0
69,2013-06-26,2013-07-07,12,7,3.4285714285714284,4,0.10084033613445378,0.11764705882352941,3.4285714285714284,0.0
70,2013-01-02,2013-02-27,57,39,3.230769230769231,4,0.09790209790209789,0.12121212121212122,3.230769230769231,0.0
71,2004-06-09,2004-06-14,6,3,3.3333333333333335,4,0.12820512820512822,0.15384615384615385,3.3333333333333335,0.0
72,2004-04-29,2004-05-05,7,5,4.0,4,0.15384615384615385,0.15384615384615385,4.0,0.0
73,2017-06-30,2017-07-05,6,3,3.3333333333333335,4,0.09523809523809523,0.11428571428571428,0.0,3.3333333333333335
74,2016-06-08,2016-06-23,16,12,3.5,4,0.09999999999999999,0.11428571428571428,2.5,1.0
75,2017-02-07,2017-02-21,15,10,3.6,4,0.10285714285714287,0.11428571428571428,0.0,3.6
76,2016-07-01,2016-07-12,12,7,3.5714285714285716,4,0.10204081632653061,0.11428571428571428,2.5714285714285716,1.0
77,2018-08-06,2018-08-06,1,1,4.0,4,0.1111111111111111,0.1111111111111111,4.0,0.0
78,2016-02-17,2016-02-21,5,3,3.3333333333333335,4,0.09523809523809523,0.11428571428571428,3.3333333333333335,0.0
79,2012-08-13,2012-08-19,7,5,3.2,4,0.09696969696969697,0.12121212121212122,3.2,0.0
80,2013-06-05,2013-06-06,2,2,3.5,4,0.10294117647058823,0.11764705882352941,3.5,0.0
81,2022-06-13,2022-07-17,35,23,3.0869565217391304,4,0.08123569794050343,0.10526315789473684,1.9565217391304348,1.1304347826086956
82,2022-07-20,2022-08-11,23,17,3.235294117647059,4,0.0851393188854489,0.10526315789473684,1.7058823529411764,1.5294117647058822
83,2021-06-11,2021-06-13,3,1,4.0,4,0.10810810810810811,0.10810810810810811,0.0,4.0
84,2023-04-05,2023-04-30,26,17,3.176470588235294,4,0.08359133126934984,0.10526315789473684,1.6470588235294117,1.5294117647058822
85,2017-08-03,2017-08-03,1,1,4.0,4,0.11428571428571428,0.11428571428571428,1.0,3.0
86,2023-10-02,2023-10-09,8,6,3.5,4,0.09210526315789473,0.10526315789473684,0.0,3.5
87,2023-07-20,2023-08-06,18,12,3.4166666666666665,4,0.08991228070175439,0.10526315789473684,0.0,3.4166666666666665
88,2026-08-03,2026-08-09,7,5,3.6,4,0.09473684210526316,0.10526315789473684,2.0,1.6
89,2018-10-03,2018-10-31,29,21,3.7142857142857144,4,0.10317460317460317,0.1111111111111111,2.8095238095238093,0.9047619047619048
90,2018-12-24,2018-12-25,2,1,4.0,4,0.11428571428571428,0.11428571428571428,2.0,2.0
91,2019-01-31,2019-02-04,5,3,3.3333333333333335,4,0.09523809523809523,0.11428571428571428,1.3333333333333333,2.0
92,1991-01-24,1991-01-27,4,2,3.0,3,0.1875,0.1875,3.0,0.0
93,1989-09-13,1989-09-14,2,2,3.0,3,0.2,0.2,2.0,1.0
94,1991-01-21,1991-01-21,1,1,3.0,3,0.1875,0.1875,3.0,0.0
95,1991-01-31,1991-01-31,1,1,3.0,3,0.1875,0.1875,3.0,0.0
96,1991-02-07,1991-02-14,8,6,3.0,3,0.1875,0.1875,3.0,0.0
97,1999-03-08,1999-03-08,1,1,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
98,1999-01-06,1999-01-11,6,4,3.0,3,0.13636363636363635,0.13636363636363635,0.0,3.0
99,1995-11-16,1995-12-04,19,12,3.0,3,0.14999999999999997,0.15,0.0,3.0
100,1995-10-31,1995-10-31,1,1,3.0,3,0.15,0.15,1.0,2.0
101,1995-06-01,1995-06-11,11,7,3.0,3,0.15,0.15,0.0,3.0
102,1995-06-13,1995-06-15,3,3,3.0,3,0.15,0.15,0.0,3.0
103,1991-02-28,1991-02-28,1,1,3.0,3,0.1875,0.1875,3.0,0.0
104,1995-05-30,1995-05-30,1,1,3.0,3,0.15,0.15,0.0,3.0
105,1984-02-17,1984-02-20,4,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
106,1984-02-22,1984-02-23,2,2,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
107,1989-08-31,1989-09-11,12,7,3.0,3,0.19999999999999998,0.2,2.0,1.0
108,1984-08-21,1984-08-21,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
109,1984-06-27,1984-06-27,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
110,1984-05-04,1984-05-14,11,7,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
111,1984-05-16,1984-05-24,9,7,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
112,1984-06-01,1984-06-04,4,2,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
113,1985-03-20,1985-03-20,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
114,1984-08-24,1984-08-26,3,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
115,1984-07-05,1984-07-10,6,4,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
116,1983-11-29,1983-11-29,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
117,1983-08-30,1983-08-31,2,2,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
118,1984-02-27,1984-02-29,3,3,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
119,1983-11-02,1983-11-24,23,16,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
120,1983-10-27,1983-10-31,5,3,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
121,1983-12-05,1983-12-06,2,2,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
122,1983-08-25,1983-08-25,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
123,1983-09-02,1983-09-07,6,3,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
124,1983-08-05,1983-08-08,4,2,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
125,1983-07-29,1983-08-03,6,4,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
126,1983-07-26,1983-07-26,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
127,1983-06-22,1983-06-22,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
128,1983-07-20,1983-07-20,1,1,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
129,2008-03-12,2008-03-16,5,3,3.0,3,0.11538461538461538,0.11538461538461539,0.0,3.0
130,2008-03-06,2008-03-06,1,1,3.0,3,0.11538461538461539,0.11538461538461539,0.0,3.0
131,2007-11-14,2007-11-14,1,1,3.0,3,0.11538461538461539,0.11538461538461539,0.0,3.0
132,2007-06-26,2007-06-26,1,1,3.0,3,0.11538461538461539,0.11538461538461539,2.0,1.0
133,2007-02-20,2007-02-20,1,1,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
134,2007-04-25,2007-04-25,1,1,3.0,3,0.11538461538461539,0.11538461538461539,2.0,1.0
135,2007-02-08,2007-02-08,1,1,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
136,2007-01-22,2007-02-04,14,10,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
137,2006-04-18,2006-04-18,1,1,3.0,3,0.11538461538461539,0.11538461538461539,2.0,1.0
138,2007-01-11,2007-01-11,1,1,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
139,2006-12-11,2006-12-12,2,2,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
140,2006-12-05,2006-12-05,1,1,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
141,2006-04-26,2006-04-26,1,1,3.0,3,0.11538461538461539,0.11538461538461539,2.0,1.0
142,2005-11-10,2005-11-24,15,10,3.0,3,0.11538461538461539,0.11538461538461539,2.0,1.0
143,2005-11-28,2005-11-29,2,2,3.0,3,0.11538461538461539,0.11538461538461539,2.0,1.0
144,2006-04-06,2006-04-09,4,2,3.0,3,0.11538461538461539,0.11538461538461539,2.0,1.0
145,2004-07-26,2004-08-02,8,6,3.0,3,0.1153846153846154,0.11538461538461539,3.0,0.0
146,2004-06-16,2004-06-21,6,4,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
147,2004-08-05,2004-08-09,5,3,3.0,3,0.11538461538461538,0.11538461538461539,3.0,0.0
148,2005-10-11,2005-10-11,1,1,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
149,2005-04-15,2005-04-19,5,3,3.0,3,0.11538461538461538,0.11538461538461539,2.0,1.0
150,2004-12-07,2004-12-16,10,8,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
151,2004-08-13,2004-08-19,7,5,3.0,3,0.11538461538461539,0.11538461538461539,3.0,0.0
152,1999-10-05,1999-10-05,1,1,3.0,3,0.13636363636363635,0.13636363636363635,0.0,3.0
153,1999-07-29,1999-08-10,13,9,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
154,1999-09-23,1999-09-23,1,1,3.0,3,0.13636363636363635,0.13636363636363635,0.0,3.0
155,1999-08-18,1999-08-31,14,10,3.0,3,0.13636363636363633,0.13636363636363635,1.7,1.3
156,2000-03-08,2000-03-13,6,4,3.0,3,0.13636363636363635,0.13636363636363635,2.0,1.0
157,2000-03-16,2000-03-19,4,2,3.0,3,0.13636363636363635,0.13636363636363635,2.0,1.0
158,2001-05-10,2001-05-14,5,3,3.0,3,0.13636363636363635,0.13636363636363635,2.0,1.0
159,2001-08-15,2001-08-15,1,1,3.0,3,0.125,0.125,2.0,1.0
160,2004-01-27,2004-01-27,1,1,3.0,3,0.11538461538461539,0.11538461538461539,1.0,2.0
161,1999-07-14,1999-07-25,12,8,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
162,1999-07-27,1999-07-27,1,1,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
163,1999-07-01,1999-07-12,12,7,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
164,1999-08-12,1999-08-15,4,2,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
165,1999-12-07,1999-12-07,1,1,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
166,1999-12-10,1999-12-12,3,1,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
167,1999-12-20,1999-12-20,1,1,3.0,3,0.13636363636363635,0.13636363636363635,0.0,3.0
168,2000-03-03,2000-03-06,4,2,3.0,3,0.13636363636363635,0.13636363636363635,2.0,1.0
169,1999-11-24,1999-12-05,12,7,3.0,3,0.13636363636363635,0.13636363636363635,0.14285714285714285,2.857142857142857
170,1999-10-13,1999-10-20,8,6,3.0,3,0.13636363636363635,0.13636363636363635,1.0,2.0
171,1999-10-25,1999-11-22,29,21,3.0,3,0.13636363636363633,0.13636363636363635,0.0,3.0
172,1989-08-17,1989-08-17,1,1,3.0,3,0.2,0.2,2.0,1.0
173,1989-03-17,1989-03-19,3,1,3.0,3,0.2,0.2,1.0,2.0
174,1989-01-27,1989-02-23,28,19,3.0,3,0.20000000000000004,0.2,1.0,2.0
175,1985-04-29,1985-05-27,29,20,3.0,3,0.33333333333333326,0.3333333333333333,3.0,0.0
176,1985-05-29,1985-06-02,5,3,3.0,3,0.3333333333333333,0.3333333333333333,3.0,0.0
177,1991-01-08,1991-01-08,1,1,3.0,3,0.1875,0.1875,3.0,0.0
178,1990-12-19,1990-12-19,1,1,3.0,3,0.1875,0.1875,3.0,0.0
179,1989-10-03,1989-10-03,1,1,3.0,3,0.2,0.2,2.0,1.0
180,2013-07-31,2013-08-01,2,2,3.0,3,0.08823529411764706,0.08823529411764706,2.0,1.0
181,2013-06-24,2013-06-24,1,1,3.0,3,0.08823529411764706,0.08823529411764706,3.0,0.0
182,2013-06-12,2013-06-12,1,1,3.0,3,0.08823529411764706,0.08823529411764706,3.0,0.0
183,2012-12-26,2012-12-30,5,3,3.0,3,0.0909090909090909,0.09090909090909091,3.0,0.0
184,2013-07-17,2013-07-17,1,1,3.0,3,0.08823529411764706,0.08823529411764706,3.0,0.0
185,2013-09-19,2013-09-23,5,3,3.0,3,0.08823529411764706,0.08823529411764706,2.0,1.0
186,2013-08-07,2013-08-08,2,2,3.0,3,0.08823529411764706,0.08823529411764706,2.0,1.0
187,2010-11-18,2010-11-21,4,2,3.0,3,0.10714285714285714,0.10714285714285714,3.0,0.0
188,2010-06-01,2010-06-01,1,1,3.0,3,0.1111111111111111,0.1111111111111111,3.0,0.0
189,2011-08-08,2011-08-08,1,1,3.0,3,0.10344827586206896,0.10344827586206896,3.0,0.0
190,2010-11-23,2010-11-25,3,2,3.0,3,0.10714285714285714,0.10714285714285714,2.0,1.0
191,2008-09-10,2008-09-10,1,1,3.0,3,0.11538461538461539,0.11538461538461539,0.0,3.0
192,2008-07-28,2008-07-29,2,2,3.0,3,0.11538461538461539,0.11538461538461539,0.0,3.0
193,2017-03-03,2017-03-05,3,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
194,2016-08-09,2016-08-21,13,9,3.0,3,0.08571428571428572,0.08571428571428572,2.0,1.0
195,2016-08-23,2016-08-25,3,3,3.0,3,0.0857142857142857,0.08571428571428572,1.0,2.0
196,2016-09-08,2016-09-08,1,1,3.0,3,0.08571428571428572,0.08571428571428572,1.0,2.0
197,2016-07-21,2016-08-01,12,8,3.0,3,0.08571428571428572,0.08571428571428572,2.0,1.0
198,2016-04-21,2016-04-24,4,2,3.0,3,0.08571428571428572,0.08571428571428572,2.0,1.0
199,2016-05-09,2016-05-15,7,5,3.0,3,0.08571428571428572,0.08571428571428572,2.0,1.0
200,2016-07-14,2016-07-14,1,1,3.0,3,0.08571428571428572,0.08571428571428572,2.0,1.0
201,2016-04-27,2016-04-27,1,1,3.0,3,0.08571428571428572,0.08571428571428572,2.0,1.0
202,2013-12-19,2014-01-02,15,9,3.0,3,0.08571428571428572,0.08571428571428572,1.0,2.0
203,2013-12-17,2013-12-17,1,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
204,2013-12-09,2013-12-12,4,4,3.0,3,0.08571428571428572,0.08571428571428572,0.25,2.75
205,2014-01-22,2014-01-22,1,1,3.0,3,0.08571428571428572,0.08571428571428572,1.0,2.0
206,2014-04-14,2014-04-14,1,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
207,2015-07-13,2015-07-16,4,4,3.0,3,0.08571428571428572,0.08571428571428572,2.0,1.0
208,2016-01-29,2016-01-31,3,1,3.0,3,0.08571428571428572,0.08571428571428572,3.0,0.0
209,2013-11-22,2013-11-24,3,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
210,2013-11-15,2013-11-18,4,2,3.0,3,0.08571428571428572,0.08571428571428572,1.0,2.0
211,2013-09-25,2013-10-14,20,14,3.0,3,0.08823529411764705,0.08823529411764706,2.0,1.0
212,2014-01-17,2014-01-20,4,1,3.0,3,0.08571428571428572,0.08571428571428572,1.0,2.0
213,2010-02-23,2010-02-23,1,1,3.0,3,0.1111111111111111,0.1111111111111111,0.0,3.0
214,2012-08-07,2012-08-07,1,1,3.0,3,0.09090909090909091,0.09090909090909091,0.0,3.0
215,2012-12-21,2012-12-23,3,1,3.0,3,0.09090909090909091,0.09090909090909091,3.0,0.0
216,2011-09-27,2011-09-27,1,1,3.0,3,0.10344827586206896,0.10344827586206896,2.0,1.0
217,2013-03-22,2013-03-25,4,2,3.0,3,0.09090909090909091,0.09090909090909091,3.0,0.0
218,2018-08-29,2018-09-04,7,4,3.0,3,0.08333333333333333,0.08333333333333333,2.0,1.0
219,2018-08-14,2018-08-14,1,1,3.0,3,0.08333333333333333,0.08333333333333333,2.0,1.0
220,2018-08-09,2018-08-09,1,1,3.0,3,0.08333333333333333,0.08333333333333333,3.0,0.0
221,2017-06-27,2017-06-27,1,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
222,2018-08-27,2018-08-27,1,1,3.0,3,0.08333333333333333,0.08333333333333333,2.0,1.0
223,2017-11-28,2017-11-29,2,2,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
224,2017-03-07,2017-03-07,1,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
225,2020-01-02,2020-01-05,4,2,3.0,3,0.08333333333333333,0.08333333333333333,3.0,0.0
226,2019-09-16,2019-09-16,1,1,3.0,3,0.08333333333333333,0.08333333333333333,3.0,0.0
227,2019-08-30,2019-09-12,14,9,3.0,3,0.08333333333333333,0.08333333333333333,3.0,0.0
228,2019-08-21,2019-08-22,2,2,3.0,3,0.08333333333333333,0.08333333333333333,3.0,0.0
229,2019-08-07,2019-08-13,7,5,3.0,3,0.08333333333333333,0.08333333333333333,2.2,0.8
230,2019-08-15,2019-08-19,5,3,3.0,3,0.08333333333333333,0.08333333333333333,3.0,0.0
231,2019-01-04,2019-01-06,3,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
232,2019-02-06,2019-02-06,1,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
233,2018-09-10,2018-09-25,16,12,3.0,3,0.08333333333333333,0.08333333333333333,2.0,1.0
234,2017-06-14,2017-06-14,1,1,3.0,3,0.08571428571428572,0.08571428571428572,0.0,3.0
235,2017-06-16,2017-06-20,5,3,3.0,3,0.0857142857142857,0.08571428571428572,0.0,3.0
236,2022-02-18,2022-02-21,4,1,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
237,2021-10-05,2021-10-05,1,1,3.0,3,0.08108108108108109,0.08108108108108109,1.0,2.0
238,2021-11-09,2021-11-09,1,1,3.0,3,0.08108108108108109,0.08108108108108109,2.0,1.0
239,2021-09-15,2021-09-20,6,4,3.0,3,0.08108108108108109,0.08108108108108109,1.0,2.0
240,2021-09-28,2021-09-30,3,3,3.0,3,0.08108108108108109,0.08108108108108109,1.0,2.0
241,2022-09-14,2022-09-19,6,4,3.0,3,0.07894736842105263,0.07894736842105263,0.75,2.25
242,2022-08-22,2022-08-22,1,1,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
243,2022-08-16,2022-08-18,3,3,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
244,2022-05-17,2022-05-17,1,1,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
245,2022-05-09,2022-05-09,1,1,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
246,2022-05-13,2022-05-15,3,1,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
247,2022-01-11,2022-01-11,1,1,3.0,3,0.08108108108108109,0.08108108108108109,1.0,2.0
248,2022-09-30,2022-10-13,14,10,3.0,3,0.07894736842105263,0.07894736842105263,1.8,1.2
249,2023-06-27,2023-06-29,3,3,3.0,3,0.07894736842105263,0.07894736842105263,0.3333333333333333,2.6666666666666665
250,2022-10-26,2022-10-26,1,1,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
251,2023-03-13,2023-03-14,2,2,3.0,3,0.07894736842105263,0.07894736842105263,1.0,2.0
252,2023-03-16,2023-04-03,19,13,3.0,3,0.07894736842105264,0.07894736842105263,1.0,2.0
253,2024-04-09,2024-04-10,2,2,3.0,3,0.07894736842105263,0.07894736842105263,2.0,1.0
254,2023-10-12,2023-10-16,5,3,3.0,3,0.07894736842105263,0.07894736842105263,0.0,3.0
255,2026-01-23,2026-02-10,19,13,3.0,3,0.07894736842105264,0.07894736842105263,2.0,1.0
