k,silhouette_score
2,0.07873365165110054
3,0.09597404096851991
4,0.1110324862314772
5,0.13655108181161496
6,0.14220805385890664
7,0.14423972234239482
8,0.13818803265594584
9,0.12814760506334305
10,0.11908182589541924
11,0.10467079310674111
12,0.0772893597993753
13,0.031006288003168927
14,0.01379092813209591
