ticker,cluster
BP,1
CNQ,1
CVE,1
E,1
EQNR,1
IMO,1
PBR,1
SHEL,1
SU,1
TTE,1
WDS,1
BKR,2
FTI,2
HAL,2
SLB,2
TS,2
ENB,3
KMI,3
LNG,3
OKE,3
PBA,3
TRGP,3
TRP,3
WMB,3
MPC,4
PSX,4
VLO,4
EQT,5
EXE,5
CCJ,6
TPL,7
COP,8
CVX,8
DVN,8
EOG,8
FANG,8
OXY,8
XOM,8
