,WDS,FTI,EOG,KMI,BKR,TRGP,EQT,HAL,TTE,SU,TRP,E,PBA,EQNR,IMO,TS,XOM,CVX,COP,WMB,SLB,VLO,PSX,MPC,OKE,LNG,OXY,FANG,TPL,DVN,EXE,SHEL,ENB,BP,CNQ,CCJ,CVE,PBR
MPC,0.03802281368821293,0.003798670465337132,0.0013422818791946308,0.07064676616915423,0.0,0.11889862327909888,0.008016032064128256,0.005031446540880503,0.0006675567423230974,0.007751937984496124,0.0004438526409232135,0.07888888888888888,0.0030864197530864196,0.001736111111111111,0.0003803727653100038,0.06235827664399093,0.00038284839203675346,0.06132075471698113,0.04387990762124711,0.03596757852077001,0.021172638436482084,0.0007347538574577516,0.3145299145299145,1.0,0.0232670867668444,0.0022461814914645105,0.001303780964797914,0.005847953216374269,0.04257767548906789,0.024742268041237112,0.0,0.08600770218228498,0.0453887011105746,0.023629964806435394,0.0,0.0008223684210526315,0.005917159763313609,0.0392156862745098
OKE,0.020080321285140562,0.030624744793793384,0.15001943256898562,0.019647153167602245,0.0037553648068669528,0.07464724624487938,0.2236842105263158,0.15486058779201206,0.003722504230118443,0.01309328968903437,0.18202033036848794,0.0356839422259983,0.0023674242424242425,0.0014698677119059284,0.07335603877390622,0.039792387543252594,0.14800225098480585,0.053531118993872945,0.1086662153012864,0.2101998621640248,0.11197384552513281,0.05520328235732935,0.022872827081427266,0.0232670867668444,1.0,0.1987034035656402,0.12303664921465969,0.004437049362174155,0.1425044883303411,0.2325,0.0,0.06100917431192661,0.06105755185509787,0.1692256341789052,0.00959023539668701,0.11461794019933555,0.0030441400304414,0.07724346838318819
LNG,0.11595547309833024,0.05591054313099041,0.08798586572438162,0.11189979123173277,0.009634888438133874,0.0316008316008316,0.10571428571428572,0.05219689461513049,0.018145826459914218,0.0005060728744939271,0.1742586365025986,0.11265767725097868,0.017280582082764895,0.1300261096605744,0.08657562483895903,0.03697617091207888,0.118508655126498,0.09860525462212132,0.2030474840538625,0.15009499683343888,0.02267818574514039,0.0040858018386108275,0.004262574595055414,0.0022461814914645105,0.1987034035656402,1.0,0.01396103896103896,0.0005181347150259067,0.3086388749372175,0.0796211855489302,0.0034808552958727,0.007036423841059603,0.16630400994715575,0.08181546730367274,0.10526315789473684,0.20809995691512279,0.0014326647564469914,0.21267893660531698
OXY,0.011827321111768185,0.13445867287543656,0.18902743142144637,0.002036659877800407,0.004651162790697674,0.007900677200902935,0.08250676284941388,0.1081441922563418,0.026180257510729613,0.028067361668003207,0.09274053490795416,0.0125,0.005215123859191656,0.0006811989100817438,0.14985308521057786,0.017807456872565387,0.23112047769582017,0.1838170624450308,0.17852466171977302,0.07898603967670831,0.3117359413202934,0.04014766958929396,0.0030193236714975845,0.001303780964797914,0.12303664921465969,0.01396103896103896,1.0,0.007334963325183374,0.0247333787156796,0.08763121862163396,0.0,0.021151586368977675,0.0026238110856018366,0.07528461255967683,0.004616272360069244,0.006682577565632458,0.005017921146953405,0.031818181818181815
FANG,0.0038684719535783366,0.010680907877169559,0.0076077768385460695,0.010416666666666666,0.061224489795918366,0.01020408163265306,0.0008278145695364238,0.0124804992199688,0.00587248322147651,0.08433734939759036,0.0020512820512820513,0.013595166163141994,0.005747126436781609,0.007272727272727273,0.000859106529209622,0.009508716323296355,0.00043252595155709344,0.006036217303822937,0.00600400266844563,0.0005733944954128441,0.009523809523809525,0.0,0.01735357917570499,0.005847953216374269,0.004437049362174155,0.0005181347150259067,0.007334963325183374,1.0,0.0021103406692794696,0.011035653650254669,0.0,0.01486988847583643,0.000536480686695279,0.004629629629629629,0.005494505494505495,0.0,0.05527638190954774,0.004659832246039142
TPL,0.07286077379271393,0.06827202963747023,0.14784394250513347,0.09592002161577952,0.004750593824228029,0.03031914893617021,0.10730143068574248,0.0799716914366596,0.046250875963559916,0.0020814748736247396,0.25817307692307695,0.12756849315068494,0.019662921348314606,0.07397342995169082,0.2262295081967213,0.06123001896505012,0.16886102403343783,0.09332113449222323,0.13891531874405327,0.11716318363717208,0.02791939791211459,0.056704794353857384,0.0785385500575374,0.04257767548906789,0.1425044883303411,0.3086388749372175,0.0247333787156796,0.0021103406692794696,1.0,0.11607588617074388,0.008276677505172924,0.10291150187373883,0.29466532460996475,0.18581560283687942,0.07015092230296255,0.19504555808656038,0.02046783625730994,0.16337426588360918
DVN,0.0030102347983142685,0.0619074177356386,0.07195233730522456,0.07370184254606366,0.007246376811594203,0.02411764705882353,0.22072538860103627,0.12104539202200826,0.0937062937062937,0.018945634266886325,0.1566579634464752,0.008319467554076539,0.003351206434316354,0.0007027406886858749,0.13073170731707318,0.012485811577752554,0.14911989372301562,0.0703598867771937,0.07359482410028306,0.13411764705882354,0.08187435633367662,0.1793913507741591,0.06315789473684211,0.024742268041237112,0.2325,0.0796211855489302,0.08763121862163396,0.011035653650254669,0.11607588617074388,1.0,0.0,0.02172601086300543,0.15668202764976957,0.12925969447708577,0.002364066193853428,0.04931367564819522,0.045454545454545456,0.0018009905447996398
EXE,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.09260832625318606,0.0,0.0,0.0,0.0,0.0,0.0,0.006954102920723227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034808552958727,0.0,0.0,0.008276677505172924,0.0,1.0,0.0,0.0,0.0,0.04262295081967213,0.0,0.09191176470588236,0.0
SHEL,0.0029469548133595285,0.026916802610114192,0.1308411214953271,0.06411323896752706,0.008319467554076539,0.13575129533678756,0.026394721055788842,0.01694915254237288,0.0017667844522968198,0.011965811965811967,0.02933780385582565,0.0068669527896995704,0.0070921985815602835,0.0012853470437017994,0.08797541298501729,0.006183745583038869,0.08186010760953114,0.08099352051835854,0.05290728129910948,0.031206975676916018,0.02824858757062147,0.0,0.07649667405764966,0.08600770218228498,0.06100917431192661,0.007036423841059603,0.021151586368977675,0.01486988847583643,0.10291150187373883,0.02172601086300543,0.0,1.0,0.030474531998258596,0.2032258064516129,0.03751233958538993,0.1173228346456693,0.012802275960170697,0.07409925220938138
ENB,0.12122664111164351,0.0518155854753162,0.06541725601131541,0.14053579270970576,0.007853403141361256,0.03293413173652695,0.10382513661202186,0.016291951775822745,0.009695753928452023,0.0,0.33722989727240527,0.1683075480543835,0.0023084025854108957,0.13589604764482946,0.30166196299780496,0.01780538302277433,0.15668718522663683,0.10884808013355593,0.10304837640821736,0.23905489923558026,0.008357558139534883,0.1332547169811321,0.05627306273062731,0.0453887011105746,0.06105755185509787,0.16630400994715575,0.0026238110856018366,0.000536480686695279,0.29466532460996475,0.15668202764976957,0.0,0.030474531998258596,1.0,0.02566320645905421,0.05146406388642413,0.09432454036770584,0.009443339960238568,0.10522302706824246
BP,0.00045248868778280545,0.09722222222222222,0.1536,0.02236951118475559,0.01698754246885617,0.023276633840644583,0.10894495412844037,0.04838709677419355,0.003471017007983339,0.003943661971830986,0.06639368236326411,0.01765719207579673,0.024072216649949848,0.0005081300813008131,0.115363283416528,0.01791958041958042,0.1625544267053701,0.09879518072289156,0.16279069767441862,0.06178560395427865,0.04667721518987342,0.1055800883179446,0.023685457129322594,0.023629964806435394,0.1692256341789052,0.08181546730367274,0.07528461255967683,0.004629629629629629,0.18581560283687942,0.12925969447708577,0.0,0.2032258064516129,0.02566320645905421,1.0,0.019563239308462238,0.10270498732037193,0.008483563096500531,0.039399624765478425
CNQ,0.0019569471624266144,0.006379585326953748,0.06729559748427673,0.001563721657544957,0.009950248756218905,0.013837638376383764,0.02023809523809524,0.00333889816360601,0.07916402786573781,0.02058319039451115,0.03016338500209468,0.012048192771084338,0.015439429928741092,0.002564102564102564,0.046125461254612546,0.009725906277630416,0.015495495495495495,0.008044243338360985,0.011557788944723618,0.02040816326530612,0.0020604395604395605,0.0006385696040868455,0.00205761316872428,0.0,0.00959023539668701,0.10526315789473684,0.004616272360069244,0.005494505494505495,0.07015092230296255,0.002364066193853428,0.04262295081967213,0.03751233958538993,0.05146406388642413,0.019563239308462238,1.0,0.22375215146299485,0.06557377049180328,0.029258777633289986
CCJ,0.011627906976744186,0.016209476309226933,0.11260775862068965,0.009797917942437232,0.012435233160621761,0.0,0.09005235602094241,0.02744912446758164,0.0019342359767891683,0.0,0.10689115113547376,0.023194168323392977,0.003281378178835111,0.014109347442680775,0.0539651201052978,0.001326259946949602,0.13380782918149467,0.03715034965034965,0.027178602243313203,0.06682966585167074,0.006057268722466961,0.0015527950310559005,0.0014925373134328358,0.0008223684210526315,0.11461794019933555,0.20809995691512279,0.006682577565632458,0.0,0.19504555808656038,0.04931367564819522,0.0,0.1173228346456693,0.09432454036770584,0.10270498732037193,0.22375215146299485,1.0,0.0,0.1382730455075846
CVE,0.0014619883040935672,0.013172338090010977,0.024132730015082957,0.047830923248053395,0.015037593984962405,0.006622516556291391,0.000727802037845706,0.06010137581462708,0.07734806629834254,0.024,0.004739336492890996,0.01824817518248175,0.0038910505836575876,0.0022624434389140274,0.0004008016032064128,0.016455696202531647,0.0028317152103559872,0.0036144578313253013,0.0035971223021582736,0.0005235602094240838,0.0228310502283105,0.0024489795918367346,0.09671848013816926,0.005917159763313609,0.0030441400304414,0.0014326647564469914,0.005017921146953405,0.05527638190954774,0.02046783625730994,0.045454545454545456,0.09191176470588236,0.012802275960170697,0.009443339960238568,0.008483563096500531,0.06557377049180328,0.0,1.0,0.028949545078577336
PBR,0.21328125,0.09007912355447352,0.05198487712665406,0.16473616473616473,0.016979445933869526,0.006180469715698393,0.002682163611980331,0.02686041391457508,0.013617793917385384,0.01079136690647482,0.09290416971470374,0.14737550471063257,0.0036258158085569255,0.23679245283018868,0.08937823834196891,0.03853325046612803,0.1577308889657558,0.21012416427889208,0.11589113257243196,0.14787277984304006,0.027921406411582212,0.004793863854266539,0.0087248322147651,0.0392156862745098,0.07724346838318819,0.21267893660531698,0.031818181818181815,0.004659832246039142,0.16337426588360918,0.0018009905447996398,0.0,0.07409925220938138,0.10522302706824246,0.039399624765478425,0.029258777633289986,0.1382730455075846,0.028949545078577336,1.0
