ticker,cluster
BKR,1
BP,1
CNQ,1
COP,1
CVE,1
CVX,1
DVN,1
E,1
ENB,1
EOG,1
EQNR,1
EQT,1
EXE,1
FANG,1
FTI,1
HAL,1
IMO,1
KMI,1
LNG,1
MPC,1
OKE,1
OXY,1
PBA,1
PBR,1
PSX,1
SHEL,1
SLB,1
SU,1
TPL,1
TRGP,1
TRP,1
TS,1
TTE,1
VLO,1
WDS,1
WMB,1
XOM,1
CCJ,2
