ticker,cluster
BP,1
CNQ,1
COP,1
CVE,1
CVX,1
DVN,1
E,1
EOG,1
EQNR,1
FANG,1
IMO,1
MPC,1
OXY,1
PBR,1
PSX,1
SHEL,1
SU,1
TTE,1
VLO,1
WDS,1
XOM,1
CCJ,2
ENB,3
EQT,3
EXE,3
KMI,3
LNG,3
OKE,3
PBA,3
TRGP,3
TRP,3
WMB,3
BKR,4
FTI,4
HAL,4
SLB,4
TS,4
TPL,5
