date,ticker_1,ticker_2,window,rolling_correlation
2002-12-17,TS,BP,252,
2002-12-18,TS,BP,252,
2002-12-19,TS,BP,252,
2002-12-20,TS,BP,252,
2002-12-23,TS,BP,252,
2002-12-24,TS,BP,252,
2002-12-26,TS,BP,252,
2002-12-27,TS,BP,252,
2002-12-30,TS,BP,252,
2002-12-31,TS,BP,252,
2003-01-02,TS,BP,252,
2003-01-03,TS,BP,252,
2003-01-06,TS,BP,252,
2003-01-07,TS,BP,252,
2003-01-08,TS,BP,252,
2003-01-09,TS,BP,252,
2003-01-10,TS,BP,252,
2003-01-13,TS,BP,252,
2003-01-14,TS,BP,252,
2003-01-15,TS,BP,252,
2003-01-16,TS,BP,252,
2003-01-17,TS,BP,252,
2003-01-21,TS,BP,252,
2003-01-22,TS,BP,252,
2003-01-23,TS,BP,252,
2003-01-24,TS,BP,252,
2003-01-27,TS,BP,252,
2003-01-28,TS,BP,252,
2003-01-29,TS,BP,252,
2003-01-30,TS,BP,252,
2003-01-31,TS,BP,252,
2003-02-03,TS,BP,252,
2003-02-04,TS,BP,252,
2003-02-05,TS,BP,252,
2003-02-06,TS,BP,252,
2003-02-07,TS,BP,252,
2003-02-10,TS,BP,252,
2003-02-11,TS,BP,252,
2003-02-12,TS,BP,252,
2003-02-13,TS,BP,252,
2003-02-14,TS,BP,252,
2003-02-18,TS,BP,252,
2003-02-19,TS,BP,252,
2003-02-20,TS,BP,252,
2003-02-21,TS,BP,252,
2003-02-24,TS,BP,252,
2003-02-25,TS,BP,252,
2003-02-26,TS,BP,252,
2003-02-27,TS,BP,252,
2003-02-28,TS,BP,252,
2003-03-03,TS,BP,252,
2003-03-04,TS,BP,252,
2003-03-05,TS,BP,252,
2003-03-06,TS,BP,252,
2003-03-07,TS,BP,252,
2003-03-10,TS,BP,252,
2003-03-11,TS,BP,252,
2003-03-12,TS,BP,252,
2003-03-13,TS,BP,252,
2003-03-14,TS,BP,252,
2003-03-17,TS,BP,252,
2003-03-18,TS,BP,252,
2003-03-19,TS,BP,252,
2003-03-20,TS,BP,252,
2003-03-21,TS,BP,252,
2003-03-24,TS,BP,252,
2003-03-25,TS,BP,252,
2003-03-26,TS,BP,252,
2003-03-27,TS,BP,252,
2003-03-28,TS,BP,252,
2003-03-31,TS,BP,252,
2003-04-01,TS,BP,252,
2003-04-02,TS,BP,252,
2003-04-03,TS,BP,252,
2003-04-04,TS,BP,252,
2003-04-07,TS,BP,252,
2003-04-08,TS,BP,252,
2003-04-09,TS,BP,252,
2003-04-10,TS,BP,252,
2003-04-11,TS,BP,252,
2003-04-14,TS,BP,252,
2003-04-15,TS,BP,252,
2003-04-16,TS,BP,252,
2003-04-17,TS,BP,252,
2003-04-21,TS,BP,252,
2003-04-22,TS,BP,252,
2003-04-23,TS,BP,252,
2003-04-24,TS,BP,252,
2003-04-25,TS,BP,252,
2003-04-28,TS,BP,252,
2003-04-29,TS,BP,252,
2003-04-30,TS,BP,252,
2003-05-01,TS,BP,252,
2003-05-02,TS,BP,252,
2003-05-05,TS,BP,252,
2003-05-06,TS,BP,252,
2003-05-07,TS,BP,252,
2003-05-08,TS,BP,252,
2003-05-09,TS,BP,252,
2003-05-12,TS,BP,252,
2003-05-13,TS,BP,252,
2003-05-14,TS,BP,252,
2003-05-15,TS,BP,252,
2003-05-16,TS,BP,252,
2003-05-19,TS,BP,252,
2003-05-20,TS,BP,252,
2003-05-21,TS,BP,252,
2003-05-22,TS,BP,252,
2003-05-23,TS,BP,252,
2003-05-27,TS,BP,252,
2003-05-28,TS,BP,252,
2003-05-29,TS,BP,252,
2003-05-30,TS,BP,252,
2003-06-02,TS,BP,252,
2003-06-03,TS,BP,252,
2003-06-04,TS,BP,252,
2003-06-05,TS,BP,252,
2003-06-06,TS,BP,252,
2003-06-09,TS,BP,252,
2003-06-10,TS,BP,252,
2003-06-11,TS,BP,252,
2003-06-12,TS,BP,252,
2003-06-13,TS,BP,252,
2003-06-16,TS,BP,252,
2003-06-17,TS,BP,252,
2003-06-18,TS,BP,252,
2003-06-19,TS,BP,252,
2003-06-20,TS,BP,252,
2003-06-23,TS,BP,252,
2003-06-24,TS,BP,252,
2003-06-25,TS,BP,252,
2003-06-26,TS,BP,252,
2003-06-27,TS,BP,252,
2003-06-30,TS,BP,252,
2003-07-01,TS,BP,252,
2003-07-02,TS,BP,252,
2003-07-03,TS,BP,252,
2003-07-07,TS,BP,252,
2003-07-08,TS,BP,252,
2003-07-09,TS,BP,252,
2003-07-10,TS,BP,252,
2003-07-11,TS,BP,252,
2003-07-14,TS,BP,252,
2003-07-15,TS,BP,252,
2003-07-16,TS,BP,252,
2003-07-17,TS,BP,252,
2003-07-18,TS,BP,252,
2003-07-21,TS,BP,252,
2003-07-22,TS,BP,252,
2003-07-23,TS,BP,252,
2003-07-24,TS,BP,252,
2003-07-25,TS,BP,252,
2003-07-28,TS,BP,252,
2003-07-29,TS,BP,252,
2003-07-30,TS,BP,252,
2003-07-31,TS,BP,252,
2003-08-01,TS,BP,252,
2003-08-04,TS,BP,252,
2003-08-05,TS,BP,252,
2003-08-06,TS,BP,252,
2003-08-07,TS,BP,252,
2003-08-08,TS,BP,252,
2003-08-11,TS,BP,252,
2003-08-12,TS,BP,252,
2003-08-13,TS,BP,252,
2003-08-14,TS,BP,252,
2003-08-15,TS,BP,252,
2003-08-18,TS,BP,252,
2003-08-19,TS,BP,252,
2003-08-20,TS,BP,252,
2003-08-21,TS,BP,252,
2003-08-22,TS,BP,252,
2003-08-25,TS,BP,252,
2003-08-26,TS,BP,252,
2003-08-27,TS,BP,252,
2003-08-28,TS,BP,252,
2003-08-29,TS,BP,252,
2003-09-02,TS,BP,252,
2003-09-03,TS,BP,252,
2003-09-04,TS,BP,252,
2003-09-05,TS,BP,252,
2003-09-08,TS,BP,252,
2003-09-09,TS,BP,252,
2003-09-10,TS,BP,252,
2003-09-11,TS,BP,252,
2003-09-12,TS,BP,252,
2003-09-15,TS,BP,252,
2003-09-16,TS,BP,252,
2003-09-17,TS,BP,252,
2003-09-18,TS,BP,252,
2003-09-19,TS,BP,252,
2003-09-22,TS,BP,252,
2003-09-23,TS,BP,252,
2003-09-24,TS,BP,252,
2003-09-25,TS,BP,252,
2003-09-26,TS,BP,252,
2003-09-29,TS,BP,252,
2003-09-30,TS,BP,252,
2003-10-01,TS,BP,252,
2003-10-02,TS,BP,252,
2003-10-03,TS,BP,252,
2003-10-06,TS,BP,252,
2003-10-07,TS,BP,252,
2003-10-08,TS,BP,252,
2003-10-09,TS,BP,252,
2003-10-10,TS,BP,252,
2003-10-13,TS,BP,252,
2003-10-14,TS,BP,252,
2003-10-15,TS,BP,252,
2003-10-16,TS,BP,252,
2003-10-17,TS,BP,252,
2003-10-20,TS,BP,252,
2003-10-21,TS,BP,252,
2003-10-22,TS,BP,252,
2003-10-23,TS,BP,252,
2003-10-24,TS,BP,252,
2003-10-27,TS,BP,252,
2003-10-28,TS,BP,252,
2003-10-29,TS,BP,252,
2003-10-30,TS,BP,252,
2003-10-31,TS,BP,252,
2003-11-03,TS,BP,252,
2003-11-04,TS,BP,252,
2003-11-05,TS,BP,252,
2003-11-06,TS,BP,252,
2003-11-07,TS,BP,252,
2003-11-10,TS,BP,252,
2003-11-11,TS,BP,252,
2003-11-12,TS,BP,252,
2003-11-13,TS,BP,252,
2003-11-14,TS,BP,252,
2003-11-17,TS,BP,252,
2003-11-18,TS,BP,252,
2003-11-19,TS,BP,252,
2003-11-20,TS,BP,252,
2003-11-21,TS,BP,252,
2003-11-24,TS,BP,252,
2003-11-25,TS,BP,252,
2003-11-26,TS,BP,252,
2003-11-28,TS,BP,252,
2003-12-01,TS,BP,252,
2003-12-02,TS,BP,252,
2003-12-03,TS,BP,252,
2003-12-04,TS,BP,252,
2003-12-05,TS,BP,252,
2003-12-08,TS,BP,252,
2003-12-09,TS,BP,252,
2003-12-10,TS,BP,252,
2003-12-11,TS,BP,252,
2003-12-12,TS,BP,252,
2003-12-15,TS,BP,252,
2003-12-16,TS,BP,252,0.0761427011645095
2003-12-17,TS,BP,252,0.07137133458985583
2003-12-18,TS,BP,252,0.0883035409132279
2003-12-19,TS,BP,252,0.08789332291729336
2003-12-22,TS,BP,252,0.08472074293235218
2003-12-23,TS,BP,252,0.08371664942008135
2003-12-24,TS,BP,252,0.08401146173625
2003-12-26,TS,BP,252,0.08480936211769173
2003-12-29,TS,BP,252,0.08459295583216545
2003-12-30,TS,BP,252,0.09089318838538259
2003-12-31,TS,BP,252,0.09114673367446299
2004-01-02,TS,BP,252,0.08761502917149591
2004-01-05,TS,BP,252,0.09818315900334819
2004-01-06,TS,BP,252,0.09287955922965867
2004-01-07,TS,BP,252,0.1424960205100394
2004-01-08,TS,BP,252,0.15430990610571063
2004-01-09,TS,BP,252,0.1497368507127505
2004-01-12,TS,BP,252,0.13154255485505265
2004-01-13,TS,BP,252,0.1278503900853409
2004-01-14,TS,BP,252,0.11966787135378672
2004-01-15,TS,BP,252,0.12086700240658771
2004-01-16,TS,BP,252,0.11772532133994279
2004-01-20,TS,BP,252,0.11871118768996676
2004-01-21,TS,BP,252,0.09735273722095186
2004-01-22,TS,BP,252,0.0907103372990385
2004-01-23,TS,BP,252,0.0812212789934881
2004-01-26,TS,BP,252,0.06599649915299095
2004-01-27,TS,BP,252,0.05838583151978913
2004-01-28,TS,BP,252,0.05951407564103116
2004-01-29,TS,BP,252,0.0682600399413502
2004-01-30,TS,BP,252,0.0699108853314743
2004-02-02,TS,BP,252,0.07860765088568367
