target,n_stocks,stocks,validation_correlation,validation_r_squared,validation_tracking_error,test_correlation,test_r_squared,test_tracking_error,test_rmse,test_target_volatility,test_basket_volatility,test_volatility_reduction,test_target_final_wealth,test_basket_final_wealth,test_target_max_drawdown,test_basket_max_drawdown
CVX,2,EOG|COP,0.8354822608484793,0.5813321430646652,0.010168033813179841,0.8205212290267533,0.5255658994883307,0.009937963907172841,0.009920242361623534,0.2290430498248491,0.27595192716921907,-0.20480375798454276,142.36332202095844,140.0926714490732,-0.20821596021767708,-0.17366048705214587
CVX,2,EOG|HAL,0.8361720217934173,0.5523290409609277,0.010509017874247345,0.79748575830571,0.501993141678215,0.01018199706663421,0.010163703706049408,0.2290430498248491,0.2664979811519323,-0.16352791038944536,142.36332202095844,141.29551046407104,-0.20821596021767708,-0.14748568216253144
CVX,2,EOG|CNQ,0.8159135357999115,0.5796708278763,0.010190927427591808,0.7767745317747351,0.44182948771845654,0.010779538217920931,0.010760136451539552,0.2290430498248491,0.2699743976810471,-0.17870591527443636,142.36332202095844,142.7001924827816,-0.20821596021767708,-0.15851705456365084
CVX,2,EOG|DVN,0.8048689174473949,0.526784781647907,0.010813000531822315,0.7737983294089202,0.4043511673786272,0.011132155985449267,0.01111551224852309,0.2290430498248491,0.2781288054849971,-0.21430799012536816,142.36332202095844,131.89436458072788,-0.20821596021767708,-0.18511210181133675
CVX,2,EOG|FANG,0.8048689174473949,0.526784781647907,0.010813000531822315,0.7737983294089202,0.4043511673786272,0.011132155985449267,0.01111551224852309,0.2290430498248491,0.2781288054849971,-0.21430799012536816,142.36332202095844,131.89436458072785,-0.20821596021767708,-0.18511210181133675
CVX,2,EOG|SU,0.8281838069262484,0.6084862094170034,0.009834767014031553,0.7887810145957048,0.5116449186723817,0.010082871121545081,0.010064731406620751,0.2290430498248491,0.2568124008728163,-0.1212407495848602,142.36332202095844,142.96101690986393,-0.20821596021767708,-0.1494750573628838
CVX,2,EOG|CVE,0.8262889501786391,0.5636301377305506,0.010382590961445226,0.7740280120756438,0.39821159734753053,0.011191775468654791,0.011172651209854601,0.2290430498248491,0.27992093964554027,-0.22213243256932635,142.36332202095844,148.47437134449848,-0.20821596021767708,-0.15448170890490276
CVX,2,EOG|KMI,0.7972074542448564,0.5964384072381661,0.00997662951631712,0.7906444277382767,0.5811733855101526,0.009329312122611332,0.009320763095816595,0.2290430498248491,0.22869981645714352,0.0014985539529274172,142.36332202095844,127.66569982778566,-0.20821596021767708,-0.14027563095306428
CVX,2,EOG|PSX,0.8493728192325246,0.6364737597654329,0.009477406756872326,0.8062786555599699,0.539057272457715,0.009793411564623338,0.0097781752745597,0.2290430498248491,0.26091405394016587,-0.13914853185760823,142.36332202095844,151.1883089534014,-0.20821596021767708,-0.1458470922384354
CVX,2,EOG|WMB,0.7863795941275701,0.5730257900522169,0.010263243296978718,0.775415758038862,0.5478325931200652,0.009696739751558284,0.009684650695111995,0.2290430498248491,0.2303014128341466,-0.00549400215487772,142.36332202095844,130.15984441552544,-0.20821596021767708,-0.13399474858917015
CVX,2,EOG|TRGP,0.8012297502036959,0.5388548115973787,0.010668482682846677,0.7848748534857388,0.5032390461440834,0.010169285997865712,0.010150982060186558,0.2290430498248491,0.25669219600241006,-0.12071593614695786,142.36332202095844,142.07482663978794,-0.20821596021767708,-0.14333418915301166
