ticker,cluster
PBR,1
BP,2
CVX,2
E,2
EQNR,2
SHEL,2
TS,2
WDS,2
XOM,2
MPC,3
PSX,3
VLO,3
EQT,4
EXE,4
BKR,5
HAL,5
SLB,5
ENB,6
KMI,6
LNG,6
OKE,6
PBA,6
TRGP,6
TRP,6
WMB,6
CNQ,7
CVE,7
IMO,7
SU,7
FTI,8
COP,9
DVN,9
EOG,9
FANG,9
OXY,9
TTE,10
